user_id,signup_date,age,region,acquisition_channel,kyc_status
U003087,2023-09-08 15:35:31,51,West,Referral,Verified
U003088,2023-10-14 04:53:29,29,East,Paid Search,Verified
U003089,2024-06-08 21:51:40,51,West,Social,Rejected
U003090,2023-06-25 21:02:35,54,North,Organic,Verified
U003091,2024-10-26 05:18:48,64,East,Organic,Pending
U003092,2024-07-02 19:11:52,66,South,Organic,Rejected
U003093,2023-05-08 12:31:15,19,West,Affiliate,Verified
U003094,2023-08-18 02:35:43,33,North,Affiliate,Verified
U003095,2023-05-14 23:49:08,46,South,Organic,Pending
U003096,2023-07-19 03:31:54,35,West,Paid Search,Verified
U003097,2023-09-24 19:29:50,50,East,Referral,Verified
U003098,2023-04-06 13:11:54,63,North,Organic,Verified
U003099,2023-01-11 12:53:15,31,East,Affiliate,Verified
U003100,2023-11-17 08:09:22,65,West,Paid Search,Verified
U003101,2024-05-26 17:21:49,64,North,Affiliate,Verified
U003102,2023-08-10 03:56:25,66,South,Referral,Pending
U003103,2024-09-20 03:12:27,21,Central,Organic,Verified
U003104,2023-09-27 13:39:36,33,Central,Referral,Verified
U003105,2024-10-19 13:57:55,24,North,Referral,Verified
U003106,2023-06-22 06:40:19,24,East,Organic,Pending
U003107,2024-01-29 17:07:30,20,North,Organic,Verified
U003108,2024-07-11 02:29:03,41,Central,Affiliate,Verified
U003109,2023-02-13 02:22:00,22,South,Referral,Verified
U003110,2024-11-09 21:39:31,33,South,Referral,Verified
U003111,2023-09-24 10:04:55,70,South,Organic,Verified
U003112,2023-12-30 11:45:57,64,East,Referral,Pending
U003113,2024-04-03 18:15:08,67,North,Referral,Verified
U003114,2024-04-14 09:19:56,19,West,Organic,Verified
U003115,2023-01-18 06:40:20,53,East,Organic,Pending
U003116,2024-09-25 00:51:29,51,East,Paid Search,Verified
U003117,2024-03-31 05:33:02,25,West,Referral,Verified
U003118,2024-12-30 03:29:42,66,North,Organic,Verified
U003119,2023-12-11 04:54:14,39,North,Affiliate,Verified
U003120,2024-03-23 20:48:31,69,South,Organic,Verified
U003121,2023-11-18 23:25:12,24,West,Affiliate,Pending
U003122,2024-10-11 12:56:10,52,North,Organic,Verified
U003123,2024-08-30 15:25:37,24,West,Referral,Verified
U003124,2024-10-25 06:48:59,68,East,Paid Search,Verified
U003125,2024-01-04 02:59:56,50,East,Referral,Pending
U003126,2024-07-31 18:13:48,22,East,Social,Verified
U003127,2023-09-19 22:05:08,29,North,Organic,Verified
U003128,2023-12-03 11:31:04,37,South,Organic,Verified
U003129,2024-07-08 23:01:06,18,West,Organic,Rejected
U003130,2023-03-01 05:49:05,18,South,Paid Search,Verified
U003131,2024-06-02 15:47:09,67,East,Affiliate,Pending
U003132,2023-01-12 12:54:47,70,Central,Organic,Verified
U003133,2024-02-28 21:00:07,46,North,Referral,Verified
U003134,2023-12-15 08:33:18,65,South,Paid Search,Rejected
U003135,2023-12-09 03:15:11,52,South,Social,Verified
U003136,2023-12-27 20:23:26,19,North,Paid Search,Verified
U003137,2023-12-26 02:40:30,55,Central,Social,Verified
U003138,2023-10-25 08:59:20,18,Central,Paid Search,Verified
U003139,2023-11-26 11:43:36,61,South,Social,Verified
U003140,2024-02-19 18:17:31,37,Central,Referral,Verified
U003141,2024-07-11 07:55:15,25,North,Paid Search,Verified
U003142,2024-02-08 01:53:26,31,Central,Affiliate,Verified
U003143,2024-04-14 00:59:57,54,West,Paid Search,Verified
U003144,2024-09-02 17:27:37,62,North,Organic,Pending
U003145,2024-12-23 08:15:17,48,East,Paid Search,Verified
U003146,2023-03-21 07:40:20,26,West,Affiliate,Verified
U003147,2024-06-04 10:27:40,65,South,Referral,Verified
U003148,2023-06-14 09:06:45,59,South,Organic,Verified
U003149,2023-05-24 15:36:09,39,East,Affiliate,Verified
U003150,2024-08-01 21:26:50,47,North,Paid Search,Verified
U003151,2023-02-20 03:28:14,69,North,Organic,Verified
U003152,2024-09-10 22:06:06,38,South,Organic,Verified
U003153,2024-07-16 11:57:06,19,West,Organic,Rejected
U003154,2024-12-27 05:19:12,25,South,Referral,Pending
U003155,2024-05-02 14:21:35,49,East,Organic,Verified
U003156,2024-09-29 05:25:06,70,North,Organic,Verified
U003157,2023-03-28 12:43:46,57,North,Paid Search,Verified
U003158,2024-10-11 15:01:50,0,West,Affiliate,Verified
U003159,2023-04-28 00:54:36,35,North,Referral,Verified
U003160,2023-08-18 11:22:33,41,West,Paid Search,Verified
U003161,2023-04-04 13:56:46,20,South,Referral,Pending
U003162,2023-10-21 05:06:42,37,West,Organic,Verified
U003163,2024-06-30 18:27:33,51,South,Social,Verified
U003164,2023-07-15 16:51:03,66,West,Organic,Verified
U003165,2024-08-23 04:51:43,66,North,Organic,Verified
U003166,2024-03-18 14:21:55,61,Central,Paid Search,Verified
U003167,2024-04-04 02:47:06,19,South,Organic,Verified
U003168,2024-11-16 07:52:11,60,North,Organic,Verified
U003169,2023-11-12 05:56:16,29,East,Referral,Verified
U003170,2023-09-09 14:06:29,50,North,Paid Search,Verified
U003171,2024-12-27 00:35:41,68,South,Organic,Verified
U003172,2024-02-11 14:40:16,65,West,Referral,Verified
U003173,2024-03-24 15:51:45,53,West,Referral,Verified
U003174,2023-08-05 07:10:10,33,East,Social,Verified
U003175,2023-06-07 06:27:11,140,Central,Organic,Verified
U003176,2023-05-04 22:53:43,55,East,Affiliate,Verified
U003177,2023-06-13 04:45:14,45,North,Referral,Verified
U003178,2023-05-23 11:39:01,39,West,Paid Search,Verified
U003179,2024-06-29 02:32:36,110,North,Organic,Verified
U003180,2023-02-12 07:12:08,49,North,Paid Search,Verified
U003181,2024-04-04 10:48:57,19,North,Organic,Pending
U003182,2024-11-23 23:37:21,70,South,Referral,Rejected
U003183,2024-07-12 20:28:54,23,South,paid search ,Verified
U003184,2023-10-22 02:27:02,70,South,Organic,Verified
U003185,2023-02-13 08:43:58,19,East,Organic,Verified
U003186,2024-08-31 21:47:52,45,West,Social,Verified
U003187,2023-01-03 07:09:58,40,Central,Paid Search,Verified
U003188,2024-05-12 08:53:32,48,North,Paid Search,Verified
U003189,2024-05-04 19:01:39,40,North,Social,Rejected
U003190,2023-05-21 02:27:31,65,East,Organic,Verified
U003191,2024-06-24 02:31:42,18,North,Referral,Verified
U003192,2023-05-09 02:05:54,70,South,Referral,Verified
U003193,2023-06-14 17:21:08,54,East,Organic,Verified
U003194,2024-08-15 18:01:59,59,West,Organic,Verified
U003195,2024-12-15 18:20:26,25,North,Social,Verified
U003196,2023-07-13 05:44:56,21,West,Organic,Verified
U003197,2024-11-03 13:50:40,39,East,Organic,Verified
U003198,2024-10-28 16:45:23,35,West,Paid Search,Verified
U003199,2024-07-15 16:01:19,59,South,Affiliate,Verified
U003200,2023-04-13 05:46:14,65,West,Paid Search,Pending
U003201,2023-08-07 13:50:02,40,West,Organic,Verified
U003202,2024-05-09 17:27:17,58,North,Paid Search,Verified
U003203,2024-12-30 10:19:33,21,East,Paid Search,Pending
U003204,2024-08-17 13:34:56,57,West,Referral,Rejected
U003205,2023-11-03 19:06:36,23,South,Affiliate,Pending
U003206,2023-06-21 17:41:30,53,South,Organic,Verified
U003207,2024-12-02 01:06:02,38,South,Referral,Pending
U003208,2023-07-21 15:09:10,40,West,Referral,Verified
U003209,2023-09-07 19:40:42,32,North,Referral,Verified
U003210,2024-12-05 02:22:15,39,East,Paid Search,Verified
U003211,2024-02-15 00:22:05,64,North,Organic,Pending
U003212,2023-07-13 03:45:00,60,East,Referral,Pending
U003213,2023-01-04 21:39:11,36,West,Referral,Verified
U003214,2023-11-10 20:50:51,33,East,Referral,Verified
U003215,2024-12-20 18:44:46,44,East,Organic,Verified
U003216,2023-11-12 17:40:23,54,South,Organic,Verified
U003217,2024-05-25 15:45:04,27,South,Organic,Verified
U003218,2023-07-04 17:10:07,56,West,Organic,Verified
U003219,2024-07-20 04:44:17,68,North,Organic,Verified
U003220,2024-07-20 07:51:35,62,West,Organic,Verified
U003221,2024-03-20 01:25:51,47,West,Organic,Pending
U003222,2024-07-17 10:48:01,34,Central,Organic,Pending
U003223,2024-02-27 12:58:16,35,South,Social,Verified
U003224,2023-10-04 04:07:53,57,East,Paid Search,Verified
U003225,2024-06-22 15:39:26,42,North,Paid Search,Verified
U003226,2024-09-01 15:24:13,23,Central,Referral,Verified
U003227,2024-09-05 23:23:10,53,West,Paid Search,Verified
U003228,2023-06-05 13:04:22,25,East,Organic,Verified
U003229,2024-05-08 21:54:08,70,West,Paid Search,Verified
U003230,2023-01-04 03:26:13,40,South,Organic,Rejected
U003231,2024-02-22 13:25:43,36,East,Paid Search,Verified
U003232,2024-02-21 22:51:07,20,West,Organic,Verified
U003233,2023-09-23 08:26:25,26,North,Paid Search,Verified
U003234,2024-12-26 16:14:33,68,Central,Organic,Verified
U003235,2024-10-06 13:28:31,46,Central,Organic,Verified
U003236,2023-01-29 05:02:53,65,Central,Referral,Verified
U003237,2023-06-02 10:48:01,68,West,Organic,Verified
U003238,2023-06-01 20:07:34,20,South,Paid Search,Verified
U003239,2024-10-17 05:13:53,38,East,Organic,Rejected
U003240,2024-01-14 19:23:04,62,North,Referral,Verified
U003241,2024-06-16 01:53:05,44,West,Paid Search,Verified
U003242,2024-08-14 06:09:42,44,North,Affiliate,Pending
U003243,2024-07-14 08:41:56,48,Central,Paid Search,Pending
U003244,2023-03-07 00:00:57,55,South,Social,Pending
U003245,2023-04-13 10:40:03,67,North,Organic,Verified
U003246,2023-10-16 12:30:40,65,North,Referral,Verified
U003247,2023-09-05 00:23:07,51,West,Paid Search,Verified
U003248,2024-06-29 08:46:04,48,North,paid search ,Rejected
U003249,2023-04-25 01:14:49,37,North,Referral,Verified
U003250,2023-09-29 05:26:13,24,North,Social,Rejected
U003251,2023-06-22 16:47:03,55,South,Referral,Verified
U003252,2023-05-18 20:24:50,18,Central,Organic,Verified
U003253,2023-05-07 03:31:24,55,East,Paid Search,Pending
U003254,2023-05-23 17:05:12,44,South,Organic,Pending
U003255,2024-02-16 23:49:08,59,North,Referral,Verified
U003256,2023-10-27 08:03:17,68,North,Paid Search,Verified
U003257,2023-11-14 18:14:55,47,South,Organic,Verified
U003258,2023-12-16 23:23:13,48,North,Organic,Verified
U003259,2024-06-24 23:22:15,43,North,Social,Verified
U003260,2024-09-21 02:59:18,37,North,Organic,Verified
U003261,2024-01-20 07:09:04,22,South,Organic,Verified
U003262,2024-04-13 20:15:44,19,West,Organic,Verified
U003263,2024-06-23 03:32:41,56,North,Paid Search,Verified
U003264,2024-05-18 23:50:32,66,West,Organic,Verified
U003265,2023-04-09 00:17:03,20,East,Referral,Verified
U003266,2024-12-18 13:56:06,35,Central,Organic,Verified
U003267,2023-05-01 07:29:07,50,North,Organic,Verified
U003268,2023-10-28 15:29:49,55,West,Organic,Verified
U003269,2024-04-21 09:35:42,56,Central,Organic,Verified
U003270,2023-10-22 10:46:08,54,Central,Referral,Verified
U003271,2023-06-27 11:39:28,22,West,Organic,Verified
U003272,2024-11-05 01:02:19,31,North,Referral,Verified
U003273,2023-02-22 05:12:06,42,Central,Paid Search,Verified
U003274,2023-06-29 11:44:25,21,West,Organic,Verified
U003275,2024-12-25 21:18:50,36,North,Organic,Verified
U003276,2024-06-16 18:21:47,38,North,Paid Search,Verified
U003277,2023-03-05 11:49:34,69,Central,Paid Search,Verified
U003278,2024-07-04 20:07:16,34,North,Paid Search,Verified
U003279,2024-12-08 17:48:53,69,West,Affiliate,Rejected
U003280,2023-03-13 09:14:44,55,South,Organic,Pending
U003281,2023-10-30 06:11:23,54,West,Paid Search,Pending
U003282,2023-12-08 19:24:51,61,North,Paid Search,Verified
U003283,2023-04-06 15:20:31,62,West,Organic,Verified
U003284,2023-05-27 09:51:16,29,East,Paid Search,Verified
U003285,2023-05-07 20:10:44,40,Central,Paid Search,Verified
U003286,2023-05-16 07:46:29,45,North,Referral,Verified
U003287,2023-10-22 13:49:31,69,North,Referral,Verified
U003288,2023-12-05 14:16:06,20,North,Organic,Rejected
U003289,2023-06-23 17:29:30,43,North,Paid Search,unknown
U003290,2023-07-31 06:48:30,29,Central,Referral,Verified
U003291,2023-05-21 07:59:18,28,North,Paid Search,Pending
U003292,2024-08-04 02:58:44,58,North,Referral,Pending
U003293,2023-06-04 13:55:57,28,West,Referral,Verified
U003294,2024-10-24 13:14:15,60,South,Paid Search,Verified
U003295,2024-01-29 08:44:54,70,North,Organic,Verified
U003296,2024-08-08 23:39:54,59,West,Referral,Verified
U003297,2024-04-09 13:37:49,27,South,Paid Search,Verified
U003298,2023-07-14 04:51:39,25,West,Organic,Verified
U003299,2024-03-14 23:51:56,41,East,Organic,Verified
U003300,2023-07-20 02:50:04,47,South,Organic,Verified
U003301,2023-03-28 13:10:48,59,East,Paid Search,Verified
U003302,2023-07-05 22:50:26,40,Central,Organic,Verified
U003303,2023-07-21 05:13:17,26,South,Affiliate,Pending
U003304,2023-04-09 13:52:02,70,,Social,Verified
U003305,2023-01-18 05:38:09,65,South,Social,Verified
U003306,2024-11-19 23:20:50,52,East,Organic,Verified
U003307,2024-01-10 19:09:16,54,West,Paid Search,Verified
U003308,2023-10-21 11:52:38,67,North,Social,Verified
U003309,2024-11-09 20:45:52,43,South,Referral,Verified
U003310,2023-06-14 00:33:34,25,North,Organic,Verified
U003311,2023-10-22 02:17:37,50,West,Affiliate,Verified
U003312,2024-09-10 01:40:36,41,East,Paid Search,Verified
U003313,2024-04-06 09:11:59,60,South,Referral,Verified
U003314,2023-10-19 09:54:06,58,North,Social,Rejected
U003315,2023-07-06 18:06:09,42,Central,Social,Verified
U003316,2023-01-26 15:14:47,37,South,Paid Search,Verified
U003317,2023-03-04 02:07:13,40,South,Organic,Verified
U003318,2023-04-29 05:12:58,51,North,Referral,Verified
U003319,2024-07-28 05:34:20,51,East,Referral,Verified
U003320,2024-04-11 15:39:57,45,South,Paid Search,Rejected
U003321,2023-11-13 10:21:28,46,West,Paid Search,Verified
U003322,2024-07-25 12:30:01,70,West,Referral,Verified
U003323,2023-04-28 08:53:10,31,North,Paid Search,Verified
U003324,2023-06-03 23:34:13,27,East,Social,Pending
U003325,2023-10-14 16:37:01,60,North,Affiliate,Verified
U003326,2024-10-31 16:46:14,67,North,Paid Search,Verified
U003327,2024-03-24 09:20:53,50,East,Paid Search,Verified
U003328,2024-09-13 05:28:10,39,North,Paid Search,Verified
U003329,2023-07-01 03:47:47,36,Central,Paid Search,Verified
U003330,2024-09-11 07:37:50,42,East,Organic,Rejected
U003331,2023-02-22 21:50:43,20,North,Referral,Verified
U003332,2023-06-16 04:37:23,46,Central,Referral,Verified
U003333,2024-01-17 19:24:18,32,East,Paid Search,Pending
U003334,2023-02-06 21:23:25,32,North,Social,Verified
U003335,2024-09-18 12:44:58,47,East,Social,Verified
U003336,2024-09-25 05:15:37,69,Central,Affiliate,Verified
U003337,2024-01-31 06:29:48,28,South,Social,Verified
U003338,2023-08-12 05:37:12,66,South,Paid Search,Verified
U003339,2023-03-14 05:50:52,45,East,Social,Verified
U003340,2024-03-27 19:24:53,69,South,Social,Verified
U003341,2024-01-28 12:00:15,38,North,Referral,Verified
U003342,2024-07-08 18:37:11,70,East,Organic,Verified
U003343,2024-03-15 20:24:37,52,Central,Organic,Verified
U003344,2023-04-04 15:41:52,53,West,Paid Search,Verified
U003345,2023-03-30 21:19:09,47,North,Referral,Pending
U003346,2024-07-24 00:17:16,41,South,Paid Search,Verified
U003347,2023-04-27 02:05:57,45,North,Affiliate,Verified
U003348,2024-11-16 02:43:14,63,South,Referral,Rejected
U003349,2023-03-19 08:11:52,59,West,Organic,Verified
U003350,2024-06-15 17:07:45,19,South,Organic,Rejected
U003351,2024-12-12 22:02:47,54,West,Referral,Verified
U003352,2023-11-19 02:13:21,62,East,Organic,Verified
U003353,2023-02-11 09:37:56,57,West,Social,Pending
U003354,2024-10-01 23:24:03,44,Central,Affiliate,Verified
U003355,2023-05-17 17:37:03,35,West,Paid Search,Pending
U003356,2024-01-21 01:03:27,53,Central,Referral,Verified
U003357,2024-12-19 17:04:08,53,West,Affiliate,Verified
U003358,2024-06-27 16:23:11,37,East,Affiliate,Verified
U003359,2023-02-03 19:28:02,39,South,Paid Search,Verified
U003360,2024-08-21 23:15:50,37,South,Social,Verified
U003361,2023-04-28 16:57:27,20,Central,Paid Search,Verified
U003362,2024-07-01 00:39:43,19,North,Organic,Verified
U003363,2024-03-29 07:08:13,22,Central,Paid Search,Verified
U003364,2023-07-30 03:13:02,40,South,Referral,Verified
U003365,2023-11-06 05:38:10,45,West,Social,Verified
U003366,2023-03-28 00:37:30,39,South,paid search ,Verified
U003367,2024-12-21 08:27:32,68,Central,Paid Search,Verified
U003368,2023-06-23 23:41:27,29,North,Referral,Pending
U003369,2023-08-14 08:02:39,38,South,Social,Verified
U003370,2024-01-03 02:22:08,31,Central,Referral,Verified
U003371,2024-05-05 20:06:19,33,South,Organic,Verified
U003372,2024-01-04 20:27:06,48,South,Affiliate,Verified
U003373,2024-01-04 18:02:16,34,Central,Referral,Verified
U003374,2024-03-01 07:55:44,34,West,Social,Verified
U003375,2024-09-18 02:50:32,53,North,Affiliate,Verified
U003376,2023-10-16 10:11:03,62,East,Organic,Pending
U003377,2024-08-30 10:55:30,29,North,Social,Verified
U003378,2024-07-28 10:20:13,23,North,Paid Search,Verified
U003379,2024-12-02 12:49:54,30,East,Social,Verified
U003380,2024-10-28 14:27:13,48,North,Organic,Verified
U003381,2024-08-05 16:06:56,68,East,Affiliate,Verified
U003382,2023-06-30 02:37:22,26,South,Organic,Verified
U003383,2024-07-19 05:41:30,20,West,Organic,Verified
U003384,2024-06-21 15:53:12,45,East,Social,Verified
U003385,2023-07-31 08:03:58,70,North,Organic,Verified
U003386,2024-05-09 22:04:00,47,Central,Organic,Pending
U003387,2023-07-04 16:01:22,66,West,Affiliate,Verified
U003388,2024-01-17 20:32:43,52,South,Paid Search,Pending
U003389,2024-08-04 15:03:17,19,Central,Paid Search,Pending
U003390,2023-05-18 15:02:58,40,South,Social,Verified
U003391,2023-09-03 23:24:48,58,South,Paid Search,Pending
U003392,2024-08-03 12:28:09,45,South,Organic,Rejected
U003393,2023-11-28 06:25:44,28,North,Referral,Verified
U003394,2024-12-02 06:10:21,27,West,Referral,Verified
U003395,2023-01-06 19:28:01,53,East,Organic,Verified
U003396,2024-06-10 22:34:21,42,Central,Paid Search,Verified
U003397,2024-08-17 08:45:12,48,South,Paid Search,Verified
U003398,2024-11-01 00:54:25,37,North,Organic,Verified
U003399,2023-04-25 10:20:07,35,South,Organic,Verified
U003400,2024-12-19 10:55:33,53,North,Social,Verified
U003401,2023-10-14 08:42:47,18,Central,Organic,Verified
U003402,2023-09-14 23:55:40,41,West,Organic,Verified
U003403,2023-09-17 13:06:01,37,West,Social,Verified
U003404,2024-04-10 21:40:35,59,West,Paid Search,Rejected
U003405,2024-04-26 06:49:17,56,South,Social,Verified
U003406,2023-12-12 23:18:05,40,North,Social,Verified
U003407,2023-02-21 20:33:17,31,South,Paid Search,Verified
U003408,2024-12-21 05:44:08,30,West,Paid Search,Pending
U003409,2023-06-12 03:14:14,29,South,Organic,Verified
U003410,2023-03-10 11:30:47,32,North,Organic,Pending
U003411,2024-03-12 02:08:32,58,West,Organic,Verified
U003412,2023-10-29 00:48:30,20,North,Paid Search,Verified
U003413,2024-03-25 08:44:15,19,East,Paid Search,Pending
U003414,2024-10-01 03:26:38,46,North,Affiliate,Pending
U003415,2023-03-13 01:07:38,29,East,Organic,Verified
U003416,2023-07-27 08:34:44,62,South,Paid Search,Verified
U003417,2024-01-13 02:19:58,57,Central,Organic,Verified
U003418,2024-07-29 02:07:50,58,West,Organic,Verified
U003419,2024-03-14 11:15:55,42,North,Affiliate,Verified
U003420,2023-10-07 10:21:39,41,West,Referral,Verified
U003421,2024-03-21 08:16:24,40,West,Paid Search,Verified
U003422,2024-12-16 09:13:26,28,West,Paid Search,Verified
U003423,2023-12-17 10:32:19,48,Central,Paid Search,Verified
U003424,2024-10-06 23:26:33,63,West,Social,Verified
U003425,2024-07-23 08:49:59,31,North,Paid Search,Verified
U003426,2023-08-08 23:07:57,21,South,Referral,Verified
U003427,2023-07-02 03:17:39,47,South,Organic,Verified
U003428,2024-07-16 05:47:00,39,East,Paid Search,Verified
U003429,2023-06-01 11:02:40,60,Central,Paid Search,Verified
U003430,2023-09-03 21:43:35,63,East,Organic,Verified
U003431,2023-06-21 20:09:11,68,South,Referral,Verified
U003432,2024-03-18 15:28:37,38,Central,Paid Search,Verified
U003433,2023-08-03 17:19:43,65,West,Organic,Verified
U003434,2024-04-25 16:34:59,24,South,Social,Verified
U003435,2024-11-13 10:28:14,37,Central,Organic,Verified
U003436,2024-08-28 14:30:41,32,South,Social,Verified
U003437,2024-11-23 00:09:08,66,East,Paid Search,Verified
U003438,2023-01-18 20:22:43,49,East,Organic,Verified
U003439,2023-11-29 11:34:35,37,Central,Organic,Verified
U003440,2023-06-10 17:09:58,26,South,Referral,Verified
U003441,2024-11-01 01:03:19,59,South,Referral,Pending
U003442,2024-06-03 16:48:00,52,West,Referral,Verified
U003443,2023-08-22 18:16:20,63,Central,Paid Search,Pending
U003444,2024-02-16 08:55:37,41,North,Organic,Verified
U003445,2024-03-17 23:10:18,25,North,Affiliate,Verified
U003446,2023-12-28 19:00:03,35,Central,Affiliate,Verified
U003447,2023-12-13 06:39:02,50,West,Paid Search,Verified
U003448,2023-02-10 07:16:42,30,South,Affiliate,Verified
U003449,2023-11-27 07:07:53,21,South,Referral,Verified
U003450,2023-09-12 05:47:36,61,East,Paid Search,Verified
U003451,2024-08-20 07:44:46,46,West,Referral,Verified
U003452,2024-09-23 12:33:21,39,East,Organic,Verified
U003453,2024-07-01 19:17:13,47,West,Organic,Verified
U003454,2023-01-23 13:14:33,57,North,Referral,Rejected
U003455,2024-09-06 02:17:49,18,West,Social,Verified
U003456,2023-10-17 09:33:46,41,North,Paid Search,Rejected
U003457,2023-10-31 22:46:57,31,Central,Organic,Verified
U003458,2024-11-20 22:59:52,22,North,Organic,Verified
U003459,2024-09-25 03:01:07,19,North,Paid Search,Verified
U003460,2023-02-07 03:25:49,41,North,Referral,Verified
U003461,2023-09-20 16:16:17,46,North,Organic,Verified
U003462,2024-07-01 06:50:41,44,South,Organic,Verified
U003463,2024-01-29 08:36:03,59,,Referral,Pending
U003464,2023-07-08 01:22:22,42,Central,Organic,Verified
U003465,2024-01-19 02:05:06,49,East,Paid Search,Verified
U003466,2024-09-24 14:59:12,61,East,Referral,Verified
U003467,2023-06-13 00:01:43,52,South,Organic,Verified
U003468,2024-06-28 15:06:39,66,West,Paid Search,Rejected
U003469,2024-06-20 09:00:41,29,North,Organic,Verified
U003470,2024-10-08 13:33:16,59,South,Paid Search,Verified
U003471,2023-08-06 11:56:08,54,North,Social,Rejected
U003472,2023-06-07 15:00:08,48,North,Referral,Rejected
U003473,2024-02-04 18:54:34,18,East,Organic,Verified
U003474,2024-01-23 20:14:56,46,North,Organic,Verified
U003475,2023-10-26 23:03:06,63,North,Organic,Verified
U003476,2024-07-22 20:48:33,52,West,Social,Verified
U003477,2024-08-06 07:19:53,18,North,Referral,Verified
U003478,2023-06-29 08:39:34,33,East,Referral,Verified
U003479,2024-08-03 17:40:42,48,South,Organic,Pending
U003480,2023-06-18 10:40:30,61,Central,Social,Verified
U003481,2023-10-25 13:44:38,41,West,Affiliate,Verified
U003482,2023-01-20 20:13:51,63,North,Organic,Verified
U003483,2023-09-06 11:42:10,60,Central,Paid Search,Verified
U003484,2024-11-30 17:11:16,32,South,Paid Search,Verified
U003485,2023-11-20 01:41:36,28,South,Referral,Verified
U003486,2024-06-02 07:29:44,65,West,Paid Search,Verified
U003487,2023-03-20 18:52:36,49,West,Organic,Verified
U003488,2024-04-08 23:01:02,62,South,Referral,Verified
U003489,2023-09-29 05:59:52,66,South,Referral,Verified
U003490,2024-06-27 02:47:15,40,North,Paid Search,Verified
U003491,2024-11-08 10:53:45,20,East,Paid Search,Verified
U003492,2024-01-24 01:51:29,66,Central,Organic,Verified
U003493,2023-03-17 01:32:29,48,South,Paid Search,Verified
U003494,2023-12-14 13:51:52,24,Central,Affiliate,Verified
U003495,2023-03-31 20:51:58,46,North,Referral,Pending
U003496,2023-11-25 03:48:17,19,West,Social,Verified
U003497,2023-02-14 15:17:44,33,Central,Referral,Verified
U003498,2024-04-12 12:29:41,36,West,Referral,Verified
U003499,2023-08-15 15:05:39,42,North,Paid Search,Verified
U003500,2023-05-28 02:53:33,47,South,Organic,Verified
U003501,2023-01-13 15:09:29,62,North,Social,Rejected
U003502,2024-10-10 06:47:18,36,East,Referral,Verified
U003503,2024-09-03 03:40:15,56,Central,Social,Pending
U003504,2024-08-15 13:54:05,67,South,Referral,Verified
U003505,2023-02-12 10:33:25,57,North,Paid Search,Verified
U003506,2023-09-13 04:21:16,31,South,Organic,Verified
U003507,2024-12-10 02:02:35,53,East,Paid Search,Verified
U003508,2024-02-27 09:14:05,32,East,Referral,Verified
U003509,2023-04-04 19:14:29,43,North,Social,Verified
U003510,2023-04-13 22:47:53,51,West,Affiliate,Verified
U003511,2023-07-12 01:42:51,33,North,Paid Search,Verified
U003512,2024-12-10 19:30:22,18,East,Paid Search,Verified
U003513,2023-05-04 19:35:56,62,South,Organic,Verified
U003514,2024-10-21 02:40:47,56,North,Paid Search,Verified
U003515,2024-05-09 22:47:42,24,East,Social,Verified
U003516,2024-11-03 23:38:39,38,West,Referral,Verified
U003517,2024-08-25 23:44:39,31,South,Paid Search,Verified
U003518,2023-08-31 11:29:47,69,West,Affiliate,Verified
U003519,2024-08-27 08:43:41,67,East,Organic,Verified
U003520,2023-05-04 11:14:24,54,South,Social,Verified
U003521,2023-08-01 09:46:51,41,Central,Referral,Verified
U003522,2023-06-04 14:14:53,20,Central,Organic,Verified
U003523,2023-04-08 05:06:42,31,North,Referral,Pending
U003524,2023-03-07 16:49:27,22,Central,Organic,Rejected
U003525,2023-05-17 19:14:04,59,West,Referral,Pending
U003526,2023-03-29 16:20:17,22,North,Organic,Verified
U003527,2023-10-05 17:02:48,53,East,Organic,Verified
U003528,2023-02-22 01:15:19,68,North,Referral,Verified
U003529,2023-02-14 17:34:05,34,East,Paid Search,Verified
U003530,2024-12-23 13:42:00,54,Central,Organic,Verified
U003531,2023-03-06 00:24:16,64,South,Affiliate,Verified
U003532,2023-02-24 01:29:26,40,East,Organic,Verified
U003533,2023-01-22 23:27:31,41,North,Referral,Pending
U003534,2023-04-07 18:08:14,28,East,Referral,Pending
U003535,2024-01-21 09:08:36,40,West,Organic,Verified
U003536,2024-08-26 21:30:01,64,North,Social,Verified
U003537,2024-06-20 11:19:03,53,East,Paid Search,Pending
U003538,2024-02-28 13:48:30,28,South,Organic,Verified
U003539,2023-03-04 01:37:51,45,West,Paid Search,Verified
U003540,2024-07-19 07:47:21,55,West,Referral,unknown
U003541,2023-01-28 04:38:37,22,West,Organic,Verified
U003542,2024-04-05 13:34:42,58,South,Organic,Verified
U003543,2023-10-26 19:29:40,28,East,Paid Search,Verified
U003544,2024-10-05 23:42:26,33,West,Referral,Pending
U003545,2023-08-13 11:58:46,40,West,Organic,Verified
U003546,2024-04-11 01:57:03,44,East,Paid Search,Verified
U003547,2023-11-18 04:42:45,66,Central,Organic,Verified
U003548,2024-01-17 03:37:53,29,South,Organic,Verified
U003549,2024-11-16 07:44:23,31,North,Referral,Verified
U003550,2024-06-04 07:22:28,38,Central,Organic,Verified
U003551,2023-10-30 15:01:14,63,North,Organic,Verified
U003552,2023-11-23 14:19:15,69,Central,Organic,Verified
U003553,2024-05-29 08:05:26,42,East,Referral,Verified
U003554,2023-09-10 15:02:17,54,Central,Paid Search,Verified
U003555,2023-05-03 12:52:11,66,East,Paid Search,Verified
