transaction_id,user_id,transaction_date,amount,transaction_type,status,payment_method,device_type
T00018350,U005454,2024-02-14 04:28:09,47.32,Bill Payment,Success,Wallet,Android
T00037407,U003435,2024-12-02 17:21:43,117.53,P2P Transfer,Success,UPI,Android
T00021092,U010295,2023-08-19 21:59:51,38.24,Bill Payment,Success,Credit Card,Android
T00032355,U007036,2025-02-18 05:59:15,53.14,Bill Payment,Success,Net Banking,Android
T00049386,U009241,2024-03-24 16:35:27,96.67,Bill Payment,Refunded,UPI,Android
T00010747,U011021,2024-11-10 21:48:32,192.1,P2P Transfer,Success,UPI,Android
T00038377,U005526,2024-08-09 01:37:31,54.47,Bill Payment,Success,Wallet,Android
T00043173,U003162,2024-12-02 02:43:32,103.86,Bill Payment,Success,Debit Card,Web
T00004304,U008164,2024-10-12 02:53:49,75.79,Bill Payment,Failed,UPI,iOS
T00020794,U006930,2025-03-15 09:33:22,28.13,Bill Payment,Success,Net Banking,Android
T00001688,U004047,2024-05-17 11:21:47,759.19,P2P Transfer,Success,UPI,Web
T00025056,U010890,2025-02-24 14:12:13,254.69,Wallet Load,Failed,Wallet,Android
T00040630,U005270,2025-01-21 10:48:16,145.34,Investment,Success,UPI,iOS
T00014890,U000275,2024-10-20 08:09:21,52.06,Wallet Load,Success,Net Banking,Android
T00037687,U010147,2025-01-27 10:42:02,106.15,Wallet Load,Pending,Wallet,Android
T00013701,U001490,2023-10-19 07:08:41,183.72,Bill Payment,Success,Debit Card,iOS
T00025326,U010046,2023-07-02 11:52:28,86.06,P2P Transfer,Failed,Credit Card,Android
T00036254,U000240,2025-03-03 14:01:01,68.16,Bill Payment,Success,UPI,Android
T00025987,U001951,2023-02-09 21:35:11,103.89,P2P Transfer,Success,UPI,Android
T00043645,U004681,2024-11-20 15:30:45,81.39,Card Spend,Success,UPI,Android
T00015984,U000599,2025-01-29 02:13:17,54.71,Bill Payment,Pending,Net Banking,iOS
T00032234,U004839,2023-08-31 13:28:01,68.92,Investment,Success,Wallet,iOS
T00040581,U002673,2023-09-08 21:47:09,160.08,Card Spend,Success,Debit Card,iOS
T00045812,U000902,2023-09-03 16:32:36,58.12,P2P Transfer,Success,UPI,Android
T00048540,U000919,2024-01-27 14:32:24,182.88,Investment,Failed,UPI,Android
T00036721,U006304,2023-11-25 04:06:52,88.33,Bill Payment,Success,UPI,iOS
T00001227,U009217,2024-03-05 15:30:27,44.85,Card Spend,Success,Debit Card,Android
T00030222,U009683,2025-01-26 23:29:50,331.12,Card Spend,Success,Debit Card,Android
T00050345,U011642,2024-03-14 12:23:24,75.43,P2P Transfer,Success,UPI,iOS
T00017248,U011970,2023-08-30 20:08:08,219.32,Card Spend,Failed,UPI,iOS
T00009619,U002503,2023-01-04 02:12:55,61.46,Wallet Load,Failed,Debit Card,Android
T00023884,U003577,2024-02-29 18:11:36,149.44,Bill Payment,Success,UPI,Web
T00018068,U001949,2023-02-10 15:21:20,35.92,Card Spend,Success,UPI,Android
T00048621,U004382,2024-10-16 11:09:58,10.25,Wallet Load,Success,UPI,Android
T00040458,U007602,2024-05-30 08:56:12,182.28,Wallet Load,Success,Net Banking,iOS
T00015856,U002977,2023-01-10 11:50:54,334.53,Wallet Load,Success,UPI,iOS
T00017793,U004044,2024-05-13 03:41:10,371.41,P2P Transfer,Success,Wallet,iOS
T00018624,U011558,2025-03-08 00:52:22,118.12,Bill Payment,Failed,UPI,Web
T00048359,U004374,2024-03-24 11:01:04,57.88,Wallet Load,Success,Debit Card,iOS
T00020217,U010560,2023-01-05 04:25:14,261.16,P2P Transfer,unknown,Debit Card,Android
T00020604,U002158,2023-12-10 03:56:21,64.99,P2P Transfer,Success,UPI,Android
T00008455,U002245,2024-03-15 18:31:55,67.2,Investment,Success,Debit Card,Android
T00008386,U010793,2024-02-14 00:23:36,470.44,Wallet Load,Success,UPI,Android
T00029627,U005209,2023-02-17 14:55:30,113.76,Bill Payment,Success,Net Banking,Web
T00050022,U010895,2024-07-03 18:59:32,196.01,P2P Transfer,Success,UPI,Android
T00009094,U002238,2023-08-06 23:32:24,138.98,P2P Transfer,Success,Credit Card,iOS
T00029790,U004713,2023-05-21 03:18:18,21.43,Card Spend,Success,Net Banking,Android
T00025997,U000045,2024-12-10 13:25:04,234.93,Card Spend,Success,Wallet,iOS
T00017352,U011298,2023-05-03 14:26:35,51.85,Bill Payment,Failed,Net Banking,Web
T00005223,U000127,2023-07-03 12:39:47,321.32,P2P Transfer,Failed,UPI,Android
T00042220,U001522,2024-01-06 23:11:31,56.19,Wallet Load,Success,Net Banking,Android
T00035122,U008522,2023-05-05 05:55:38,108.19,Bill Payment,Failed,Net Banking,Android
T00017474,U008453,2025-01-18 15:02:48,135.33,Investment,Success,Credit Card,iOS
T00031806,U005757,2025-01-20 00:08:11,220.6,P2P Transfer,Success,Debit Card,Android
T00044194,U001913,2023-06-21 00:22:58,145.98,Bill Payment,Failed,Debit Card,iOS
T00044294,U002281,2025-01-11 01:28:53,62.71,Wallet Load,Success,UPI,iOS
T00034299,U005709,2024-12-11 21:42:56,96.13,Wallet Load,Failed,Net Banking,Android
T00006202,U003133,2023-09-05 11:59:14,90.49,Investment,Success,UPI,iOS
T00026576,U002297,2024-10-18 14:41:50,115.32,Investment,Success,Debit Card,Android
T00018648,U010399,2024-09-19 21:39:43,215.58,Card Spend,Success,Credit Card,Android
T00032604,U002345,2024-10-05 20:12:50,140.89,Bill Payment,Success,UPI,iOS
T00014553,U008253,2023-09-28 13:18:43,86.16,P2P Transfer,Success,Net Banking,Android
T00017209,U006389,2023-01-28 20:02:52,34.4,Card Spend,Success,Debit Card,Android
T00028692,U003818,2023-11-15 02:08:41,57.76,P2P Transfer,Success,UPI,Web
T00026456,U006157,2025-01-30 02:51:04,113.8,Bill Payment,Success,Net Banking,Android
T00004216,U001916,2025-01-15 12:40:47,120.67,Wallet Load,Success,Credit Card,Web
T00024652,U007230,2023-04-03 23:33:56,197.62,Bill Payment,Success,Credit Card,iOS
T00050531,U005921,2023-06-26 16:14:38,99.49,Wallet Load,Success,UPI,iOS
T00034944,U000598,2023-04-18 02:05:50,203.71,Wallet Load,Success,UPI,Android
T00005346,U009740,2024-05-14 18:30:49,143.71,Bill Payment,Success,UPI,iOS
T00037988,U002602,2023-02-21 00:14:06,15.52,Wallet Load,Success,Credit Card,Android
T00045722,U005569,2024-07-11 00:34:00,13.89,Bill Payment,Success,UPI,iOS
T00013686,U005003,2024-10-09 13:59:17,81.93,P2P Transfer,Success,UPI,Android
T00005713,U008599,2024-11-19 02:13:33,177.18,P2P Transfer,Success,Debit Card,Android
T00018054,U008112,2023-04-14 06:39:20,69.38,P2P Transfer,Success,Debit Card,iOS
T00043875,U008954,2023-03-31 19:20:14,190.93,Wallet Load,Success,,Android
T00029607,U007779,2024-02-10 04:03:44,284.66,P2P Transfer,Success,Debit Card,Android
T00013315,U002097,2023-10-26 23:29:48,122.85,P2P Transfer,Success,Net Banking,Android
T00000772,U002233,2024-02-18 19:28:24,52.55,Wallet Load,Success,Credit Card,Android
T00031393,U002708,2023-06-29 08:13:22,178.27,P2P Transfer,Refunded,UPI,Web
T00020084,U007215,2023-12-06 11:25:22,93.31,Investment,Success,Net Banking,iOS
T00046280,U000986,2023-07-25 10:03:42,20.34,Bill Payment,Success,UPI,iOS
T00036401,U008384,2025-01-30 22:21:18,331.87,P2P Transfer,Refunded,Credit Card,Android
T00025245,U005196,2024-08-15 09:18:20,27.86,Card Spend,Success,Debit Card,Android
T00010164,U000854,2024-09-15 08:25:22,71.16,Card Spend,Success,Net Banking,Android
T00017837,U002261,2024-04-21 21:37:16,80.28,Card Spend,Success,UPI,Android
T00002732,U011950,2024-08-09 19:54:30,227.89,Card Spend,Success,UPI,Android
T00002647,U000540,2025-03-16 08:14:05,41.73,P2P Transfer,Success,Credit Card,Android
T00023843,U003462,2024-08-17 10:50:09,200.62,Bill Payment,Success,Net Banking,iOS
T00040759,U010052,2025-03-27 01:43:06,30.84,P2P Transfer,Success,Debit Card,Android
T00037641,U003623,2024-02-11 09:35:48,196.26,Card Spend,Success,Debit Card,Android
T00048731,U004670,2023-06-09 08:01:51,170.97,Investment,Success,UPI,iOS
T00031828,U004018,2024-03-31 04:46:16,140.32,Wallet Load,Failed,Credit Card,Web
T00036670,U009572,2024-02-22 21:29:36,119.23,P2P Transfer,Failed,Credit Card,Android
T00039073,U001222,2024-11-29 23:20:52,151.78,Card Spend,Success,Credit Card,iOS
T00015573,U006037,2024-04-03 08:52:56,37.87,Wallet Load,Success,Net Banking,iOS
T00019086,U005259,2024-01-26 22:34:12,197.9,P2P Transfer,Success,UPI,Android
T00000647,U003810,2024-06-30 22:58:41,48.08,P2P Transfer,Success,Net Banking,Android
T00015178,U010651,2024-05-22 01:32:11,248.66,Card Spend,Success,UPI,Android
T00050826,U011227,2023-04-27 12:27:01,118.1,Investment,Success,Credit Card,Web
T00043781,U006096,2024-05-04 23:57:00,109.84,Wallet Load,Success,UPI,Android
T00043889,U005290,2024-11-21 04:29:19,679.57,Investment,Success,Net Banking,Web
T00021612,U009520,2023-04-07 08:59:30,47.19,P2P Transfer,Success,UPI,iOS
T00001698,U003362,2024-07-18 03:17:00,29.77,Card Spend,Success,UPI,iOS
T00006551,U005620,2023-08-23 10:20:12,128.77,P2P Transfer,Success,UPI,Android
T00051722,U007961,2024-07-26 18:19:38,103.69,Wallet Load,Success,Wallet,Android
T00008351,U000455,2023-05-12 13:09:51,319.79,Bill Payment,Success,UPI,Android
T00029612,U008509,2024-01-17 16:39:32,230.19,Wallet Load,Success,UPI,iOS
T00012234,U006533,2023-11-13 18:39:55,93.44,Wallet Load,Success,UPI,Web
T00013502,U000695,2023-10-17 19:21:05,123.53,Wallet Load,Success,Credit Card,Android
T00041033,U011856,2023-01-06 11:42:11,96.71,Card Spend,Success,Net Banking,Android
T00000995,U007233,2023-05-28 00:26:59,143.08,Wallet Load,Failed,Debit Card,Android
T00028057,U001660,2024-02-28 16:09:14,89.0,Wallet Load,Refunded,Wallet,Android
T00038742,U003322,2024-05-24 13:58:29,86.08,Bill Payment,Success,UPI,Android
T00024243,U010184,2025-01-29 04:10:56,110.75,Bill Payment,Failed,Wallet,Android
T00022811,U005442,2023-12-17 02:57:49,38.66,P2P Transfer,Success,Debit Card,Android
T00013485,U006195,2024-01-05 20:03:42,51.04,Investment,Success,Net Banking,iOS
T00049595,U004743,2024-11-28 18:31:20,57.06,P2P Transfer,Success,Credit Card,iOS
T00039118,U009094,2024-12-09 08:06:40,26.31,Wallet Load,Success,UPI,Android
T00047586,U007840,2024-07-04 20:38:00,70.11,P2P Transfer,Success,UPI,iOS
T00040169,U005721,2023-01-22 11:59:45,353.72,Wallet Load,Success,Credit Card,Web
T00022920,U009119,2024-08-25 14:50:36,36.1,Wallet Load,Success,UPI,Android
T00051874,U003929,2024-05-08 19:19:55,117.97,Wallet Load,Success,Net Banking,iOS
T00040502,U008100,2023-10-30 13:10:08,57.93,P2P Transfer,Failed,UPI,iOS
T00038533,U006623,2024-01-09 13:43:08,89.81,P2P Transfer,Refunded,UPI,Android
T00027439,U006281,2024-04-16 06:15:56,78.02,Wallet Load,Success,Net Banking,Android
T00015556,U003062,2023-09-01 10:24:04,348.42,Wallet Load,Success,UPI,Web
T00044076,U009750,2023-11-25 21:05:10,113.08,P2P Transfer,Success,UPI,iOS
T00026154,U010487,2024-02-11 01:38:45,157.93,Card Spend,Success,UPI,Android
T00029133,U011476,2023-01-19 00:46:55,46.1,Bill Payment,Success,UPI,iOS
T00041149,U003840,2023-12-10 05:26:52,157.14,Bill Payment,Success,Credit Card,Android
T00031447,U005415,2025-01-08 06:04:39,163.46,Wallet Load,Success,Wallet,Android
T00024509,U009223,2024-06-15 14:06:05,56.87,Investment,Success,UPI,Web
T00019016,U004467,2023-03-11 06:48:00,261.95,Wallet Load,Success,Net Banking,Web
T00007269,U011213,2023-02-17 04:39:56,122.02,Wallet Load,Success,UPI,Android
T00031216,U009409,2024-02-15 01:04:07,278.18,Wallet Load,Success,Credit Card,iOS
T00000424,U006959,2025-02-26 15:10:25,11.09,P2P Transfer,Success,Net Banking,Android
T00039941,U006472,2024-10-29 14:38:39,70.41,Wallet Load,Success,UPI,Android
T00032678,U000857,2023-08-23 02:55:44,54.69,Wallet Load,Success,Wallet,iOS
T00048674,U009034,2023-07-03 01:11:15,133.07,Investment,Success,Credit Card,Android
T00031744,U007960,2023-11-07 08:25:14,13.47,P2P Transfer,Success,UPI,Web
T00028038,U009570,2025-03-05 12:57:40,212.22,Bill Payment,Refunded,UPI,Android
T00019905,U000370,2025-03-02 08:15:08,68.1,Card Spend,Success,Net Banking,Android
T00042730,U005982,2024-05-17 04:29:36,57.59,Card Spend,Success,UPI,iOS
T00012158,U002929,2023-10-15 19:47:37,25.48,Wallet Load,Success,Wallet,iOS
T00042979,U005050,2024-07-04 21:32:57,79.01,P2P Transfer,Success,UPI,Android
T00026930,U008837,2024-03-05 11:19:16,13.05,P2P Transfer,Success,UPI,iOS
T00049794,U006656,2023-03-23 14:00:45,72.41,Bill Payment,Success,UPI,Web
T00014431,U000654,2024-10-04 18:26:22,57.44,Card Spend,Success,Net Banking,iOS
T00008676,U008463,2023-10-20 18:48:53,95.04,Investment,Failed,UPI,iOS
T00002056,U000401,2024-12-03 00:53:36,145.2,Wallet Load,Success,Net Banking,Android
T00000199,U001734,2024-12-28 16:02:17,730.22,Bill Payment,Success,UPI,Android
T00026688,U009516,2024-06-24 21:50:25,36.74,Card Spend,Success,Credit Card,Web
T00001449,U005516,2024-10-15 06:46:24,26.03,P2P Transfer,Success,UPI,iOS
T00003932,U000328,2023-09-06 09:08:19,33.75,Card Spend,Success,UPI,iOS
T00024725,U010498,2025-01-19 01:24:41,109.52,P2P Transfer,Success,UPI,Web
T00020187,U010338,2024-10-27 19:39:18,34.95,P2P Transfer,Success,UPI,Android
T00017732,U006074,2023-04-10 00:30:16,178.65,Card Spend,Success,Credit Card,Web
T00042960,U000542,2024-05-12 05:21:23,218.89,Card Spend,Success,UPI,iOS
T00021477,U005998,2024-03-22 23:48:16,231.36,Investment,Success,UPI,iOS
T00005922,U010765,2023-11-13 14:40:12,45.17,Bill Payment,Failed,Wallet,Android
T00028788,U007173,2024-02-02 01:39:13,80.57,Bill Payment,Success,UPI,iOS
T00034123,U003647,2023-11-11 00:45:35,94.38,Wallet Load,Success,Net Banking,Android
T00049189,U005886,2024-12-12 17:12:03,28.46,Card Spend,Pending,UPI,iOS
T00026819,U002715,2024-06-16 21:19:58,36.22,Wallet Load,Success,Net Banking,iOS
T00031490,U002408,2023-10-09 18:21:19,48.95,Investment,Success,UPI,Android
T00007123,U006400,2023-01-09 17:46:33,89.22,Wallet Load,Success,Debit Card,iOS
T99990010,MISSING0010,2023-12-19 01:04:56,44.11,Bill Payment,Success,Wallet,Web
T00013553,U008789,2025-02-19 11:29:10,61.59,Wallet Load,Success,Credit Card,Android
T00022817,U008520,2024-06-06 20:24:46,201.15,P2P Transfer,Success,UPI,iOS
T00021698,U011325,2023-03-07 18:54:10,159.61,Investment,Success,UPI,Android
T00006430,U002543,2023-10-05 02:04:25,34.07,Card Spend,Success,Net Banking,Android
T00031133,U002376,2024-04-25 14:20:05,37.43,P2P Transfer,Success,UPI,iOS
T00016571,U009936,2024-10-16 07:13:24,190.41,Card Spend,Success,UPI,iOS
T00035432,U010830,2024-03-23 21:29:02,43.1,Wallet Load,Success,UPI,Android
T00039873,U008578,2025-02-11 01:48:52,88.53,Bill Payment,Success,Net Banking,iOS
T00014836,U000227,2023-08-27 19:26:21,27.66,Bill Payment,unknown,UPI,Android
T00034533,U003815,2023-03-30 06:26:34,223.13,P2P Transfer,Success,Net Banking,Android
T00037656,U011386,2023-08-07 06:43:43,202.09,Bill Payment,Success,UPI,Android
T00004520,U010704,2024-06-28 14:56:16,62.81,Bill Payment,Failed,Wallet,Android
T00044089,U000807,2023-07-15 21:21:45,52.65,Investment,Success,Debit Card,Android
T00017162,U002549,2024-01-02 00:27:48,82.4,Bill Payment,Success,Wallet,Android
T00044906,U002417,2024-09-30 14:39:54,99.13,Bill Payment,Success,Debit Card,Android
T00015179,U007672,2023-12-23 10:26:23,91.86,P2P Transfer,Pending,Wallet,iOS
T00028939,U007547,2023-06-19 17:53:17,84.95,Card Spend,Success,UPI,Android
T00030502,U005515,2023-12-12 01:07:13,35.7,Wallet Load,Success,,Web
T00026398,U007690,2023-08-06 10:55:39,143.21,Wallet Load,Success,UPI,Android
T00017704,U002768,2023-09-29 15:15:11,109.3,Bill Payment,Success,Debit Card,Android
T00031724,U001313,2023-06-14 11:58:45,258.78,Card Spend,Pending,Net Banking,iOS
T00006780,U002061,2023-10-31 14:53:00,125.8,Wallet Load,Success,Debit Card,Web
T00033293,U007168,2025-02-16 02:53:59,83.79,Card Spend,Pending,UPI,iOS
T00011033,U005121,2024-01-23 05:16:38,817.85,Investment,Success,UPI,iOS
T00018915,U008824,2025-02-15 16:18:40,-999.0,P2P Transfer,Success,Net Banking,iOS
T00049108,U010501,2024-01-11 11:32:43,181.86,Investment,Success,UPI,Android
T00020817,U008362,2023-04-19 14:42:13,77.29,Card Spend,Success,UPI,Android
T00024910,U009350,2024-04-11 16:30:23,93.95,Card Spend,Success,UPI,Android
T00031015,U007990,2023-08-24 15:07:31,139.81,Bill Payment,Success,Wallet,Web
T00013853,U009668,2023-07-24 00:07:58,110.13,P2P Transfer,Success,Net Banking,Web
T00004614,U009184,2024-03-25 09:37:31,440.91,Bill Payment,Refunded,Debit Card,iOS
T00044952,U009230,2024-01-12 15:12:15,357.3,P2P Transfer,Success,Credit Card,iOS
T00000243,U006746,2023-10-06 17:22:59,26.6,Wallet Load,Success,Debit Card,Android
T00036555,U002693,2023-08-02 06:47:22,57.0,P2P Transfer,Pending,Debit Card,iOS
T00003254,U011096,2024-05-05 23:46:39,37.33,Bill Payment,Success,Wallet,Android
T00049745,U000421,2024-08-13 01:47:46,116.1,Wallet Load,Success,UPI,Android
T00013735,U011936,2024-02-18 01:52:44,129.35,Card Spend,Failed,Wallet,Android
T00047357,U008289,2024-04-11 20:16:13,316.91,Bill Payment,Success,Credit Card,iOS
T00028054,U009429,2025-02-11 22:19:21,62.8,Bill Payment,Success,Net Banking,Android
T00029197,U002261,2024-09-02 23:09:31,158.33,P2P Transfer,Success,UPI,Android
T00036674,U005096,2024-08-10 06:26:17,367.91,P2P Transfer,Success,UPI,iOS
T00041352,U003989,2024-03-10 16:28:48,210.58,Card Spend,Success,UPI,Android
T00025911,U011683,2024-09-07 03:49:33,42.1,P2P Transfer,Success,UPI,Android
T00021889,U000110,2024-06-04 03:35:56,154.18,Wallet Load,Success,Wallet,Web
T00037496,U007844,2023-06-01 04:42:03,109.87,Wallet Load,Pending,UPI,Android
T00003540,U010181,2024-06-08 03:44:59,65.16,Card Spend,Success,Debit Card,Android
T00018474,U004338,2023-10-11 02:52:11,352.01,Bill Payment,Success,UPI,iOS
T00033476,U008536,2023-09-25 18:25:32,124.77,Bill Payment,Success,Credit Card,Android
T00013085,U011958,2024-11-12 01:21:30,154.23,Wallet Load,Success,UPI,Web
T00018584,U003234,2023-09-21 22:31:54,80.13,Wallet Load,Success,Wallet,iOS
T00050173,U000369,2024-12-24 07:58:56,167.81,Card Spend,Failed,UPI,Android
T00012816,U009958,2023-11-26 16:39:05,177.8,P2P Transfer,Success,,Android
T00012640,U003488,2025-01-27 04:50:22,82.7,P2P Transfer,Success,UPI,iOS
T00021721,U002593,2025-01-31 22:49:12,58.35,Bill Payment,Success,Debit Card,Web
T00011082,U010580,2024-08-17 02:59:59,-10.0,Wallet Load,Failed,Debit Card,Android
T00042029,U007118,2025-02-03 17:11:28,174.9,Wallet Load,Success,UPI,Android
T00003291,U011909,2024-09-09 22:36:41,64.26,P2P Transfer,Failed,Net Banking,Android
T00037747,U010544,2023-06-14 07:29:49,76.35,P2P Transfer,Success,UPI,iOS
T00028138,U009059,2024-06-15 00:05:50,341.14,Wallet Load,Success,Wallet,Web
T00024264,U010707,2025-02-13 04:08:06,107.53,Wallet Load,Success,UPI,Web
T00011452,U002863,2024-03-26 02:37:44,150.45,Wallet Load,Success,UPI,Android
T00039956,U010315,2025-02-06 00:02:04,71.96,Wallet Load,Success,Credit Card,Android
T00035094,U010025,2023-08-08 21:36:45,15.8,Bill Payment,Success,UPI,iOS
T00005115,U003738,2024-09-06 00:34:07,228.46,Investment,Failed,Debit Card,Android
T00012065,U001290,2024-02-11 13:37:44,117.92,Bill Payment,Success,UPI,Android
T00004363,U005595,2023-01-17 08:45:12,67.09,P2P Transfer,Success,Net Banking,iOS
T00024743,U001385,2024-05-24 00:43:18,325.87,Bill Payment,Success,UPI,iOS
T00005634,U004004,2023-12-11 17:56:20,112.49,Bill Payment,Success,UPI,Web
T00025269,U008865,2023-05-06 13:48:09,80.4,Bill Payment,Success,Credit Card,iOS
T00030618,U004183,2024-02-03 15:26:45,147.11,P2P Transfer,Success,UPI,Android
T00039013,U003040,2023-08-31 16:00:18,65.84,Wallet Load,Success,UPI,iOS
T00014312,U007992,2023-07-05 21:04:47,20.99,P2P Transfer,Success,Credit Card,iOS
T00000035,U008137,2023-12-02 23:32:03,96.21,Bill Payment,Success,Net Banking,Android
T00025999,U009029,2024-02-18 02:29:38,110.57,Bill Payment,Failed,UPI,iOS
T00008518,U008746,2024-06-14 16:06:19,260.02,Wallet Load,Success,UPI,Android
T00010543,U002314,2023-08-25 02:48:57,74.58,P2P Transfer,Success,Wallet,Android
T00019012,U008387,2024-05-09 04:25:27,138.89,P2P Transfer,Success,Wallet,iOS
T00019254,U000107,2023-12-25 23:52:27,131.54,P2P Transfer,Failed,Net Banking,iOS
T00031805,U001432,2024-02-20 01:55:41,196.08,Bill Payment,Success,Credit Card,iOS
T00009463,U011376,2024-12-21 07:14:01,237.23,Wallet Load,Failed,UPI,Web
T00019035,U001075,2023-02-26 18:12:13,7.73,Wallet Load,Success,UPI,Android
T00020795,U005302,2023-09-04 03:14:33,142.66,Bill Payment,Failed,Net Banking,Web
T00022894,U008375,2023-06-15 23:46:46,47.83,Card Spend,Success,UPI,Android
T00040518,U011918,2024-06-28 01:54:26,199.94,Wallet Load,Success,Debit Card,Android
T00006226,U000741,2024-07-09 23:08:18,497.59,P2P Transfer,Success,Net Banking,Android
T00046590,U004539,2023-08-03 19:34:48,91.92,Bill Payment,Success,Credit Card,Android
T00008740,U011512,2024-10-22 06:56:59,64.57,Bill Payment,Success,UPI,Android
T00046604,U005202,2023-11-10 03:15:34,76.62,P2P Transfer,Success,Net Banking,Android
T00031935,U005259,2024-07-04 02:49:30,71.97,P2P Transfer,Success,Debit Card,Android
T00042754,U006436,2024-04-12 12:44:02,29.31,P2P Transfer,Success,Debit Card,Android
T00018748,U009438,2024-05-07 09:33:23,100.96,P2P Transfer,Success,Wallet,Android
T00000755,U001843,2025-03-18 02:24:00,327.58,Card Spend,Success,Net Banking,Android
T00040982,U010388,2024-05-07 14:14:36,-999.0,Bill Payment,Success,UPI,Android
T00002901,U000790,2023-03-13 17:51:47,111.16,Card Spend,Refunded,Credit Card,Android
T00038567,U003463,2024-04-21 17:41:19,152.02,Wallet Load,Pending,UPI,Android
T00044969,U001747,2023-03-15 22:56:22,48.72,Card Spend,Success,UPI,iOS
T00048734,U003183,2024-06-03 12:58:06,123.07,Wallet Load,Success,Net Banking,Android
T00000159,U004014,2023-06-18 09:29:20,77.88,Wallet Load,Success,Debit Card,iOS
T00029980,U010159,2024-12-16 11:31:39,53.57,P2P Transfer,Success,Debit Card,Android
T00031364,U004279,2024-10-11 04:02:20,81.75,Bill Payment,Success,Credit Card,Web
T00041443,U002103,2024-07-28 13:07:58,36.37,Wallet Load,Success,UPI,Android
T00033134,U001600,2023-06-15 03:42:58,17.82,Wallet Load,Pending,UPI,Web
T00001825,U000444,2024-06-08 04:20:39,59.1,Card Spend,Success,Wallet,Web
T00050741,U007429,2023-11-30 21:48:57,111.39,Investment,Success,Debit Card,Android
T00035407,U011684,2024-04-03 15:49:49,427.37,Card Spend,Pending,UPI,Web
T00041632,U010269,2023-03-17 09:12:10,59.01,P2P Transfer,Success,Wallet,Android
T00015453,U005032,2024-08-28 09:49:47,212.16,Wallet Load,Success,UPI,iOS
T00043088,U008670,2023-04-03 04:03:31,33.59,Investment,Success,Net Banking,iOS
T00039298,U000197,2023-04-16 06:52:13,64.0,P2P Transfer,Failed,Net Banking,Web
T00039713,U001312,2023-03-19 13:29:46,982.41,P2P Transfer,Success,Wallet,Android
T00011500,U005934,2023-07-23 12:08:56,123.78,P2P Transfer,Success,Debit Card,Android
T00006652,U000956,2023-08-11 13:22:18,174.09,Wallet Load,Pending,UPI,Android
T00030211,U011690,2024-10-05 21:14:04,76.61,Bill Payment,Success,UPI,Android
T00040690,U007419,2023-12-29 22:46:50,120.93,Bill Payment,Success,UPI,iOS
T00026483,U003490,2024-06-13 04:57:28,35.42,Bill Payment,Failed,UPI,Android
T00030224,U005517,2023-07-29 12:08:54,81.03,Wallet Load,Success,Debit Card,iOS
T00044492,U008734,2023-11-15 10:07:37,51.18,Wallet Load,Failed,Credit Card,Android
T00029381,U006947,2023-06-30 19:12:00,438.06,Wallet Load,Success,Net Banking,Android
T00018963,U011052,2024-11-08 13:31:31,86.18,Wallet Load,Success,Net Banking,iOS
T00022750,U004480,2023-08-03 22:14:42,32.56,Wallet Load,Success,Wallet,Android
T00011257,U006015,2023-12-05 02:28:09,33.55,P2P Transfer,Success,UPI,Android
T00030393,U002070,2024-09-15 21:53:17,142.89,Wallet Load,Success,UPI,iOS
T00022791,U008050,2023-10-17 11:50:32,171.48,Card Spend,Failed,Wallet,iOS
T00000323,U002755,2023-04-07 14:41:39,86.89,Wallet Load,Pending,UPI,Android
T00030624,U010788,2025-02-03 10:11:55,52.65,P2P Transfer,Success,UPI,iOS
T00027860,U000698,2025-02-15 14:55:49,205.95,Wallet Load,Success,UPI,Android
T00021437,U004872,2025-01-21 03:49:49,72.33,Wallet Load,Failed,Debit Card,iOS
T00023702,U002953,2024-09-30 00:58:54,47.37,Wallet Load,Success,Net Banking,Android
T00031399,U009485,2024-10-12 04:08:49,217.41,P2P Transfer,Pending,UPI,iOS
T00003212,U010523,2024-02-25 21:45:44,75.56,Card Spend,Success,Credit Card,Web
T00047758,U000119,2024-07-01 09:01:43,79.02,Wallet Load,Success,Debit Card,Android
T00009648,U002675,2023-11-14 13:31:54,72.4,Investment,Success,Net Banking,Android
T00044254,U007617,2023-03-17 13:25:33,43.68,Card Spend,Success,UPI,Android
T00013950,U009052,2024-07-18 05:20:13,177.19,Wallet Load,Success,UPI,iOS
T00000251,U007596,2024-05-23 21:43:17,547.53,Bill Payment,Pending,Debit Card,Android
T00044412,U001922,2023-08-04 06:26:26,169.72,Card Spend,Failed,Debit Card,Android
T00019691,U011859,2024-12-02 20:27:37,249.2,Wallet Load,Success,Debit Card,Web
T00027532,U003872,2024-11-12 19:22:56,264.91,P2P Transfer,Pending,UPI,Android
T00008890,U009760,2023-12-12 03:50:04,120.34,Card Spend,Success,UPI,iOS
T00026048,U002545,2023-11-20 04:39:07,100.79,P2P Transfer,Failed,Credit Card,iOS
T00042953,U011553,2023-03-16 13:18:14,173.92,Wallet Load,Success,UPI,iOS
T00012267,U006282,2024-08-27 14:57:44,173.25,P2P Transfer,Success,Wallet,Android
T00029057,U010829,2024-10-11 00:56:17,184.32,Bill Payment,Success,Net Banking,Web
T00027657,U001787,2024-01-10 10:47:54,45.47,Card Spend,Success,UPI,iOS
T00035382,U003429,2024-01-05 12:08:27,238.71,P2P Transfer,Success,Wallet,Android
T00038129,U008226,2024-06-27 14:46:32,136.86,Wallet Load,Success,Credit Card,Android
