user_id,signup_date,age,region,acquisition_channel,kyc_status,signup_month
U002509,2024-09-14 05:44:17,58,North,Social,Pending,2024-09
U002510,2024-12-03 17:10:08,47,East,Paid Search,Verified,2024-12
U002511,2024-07-04 14:50:12,26,South,Referral,Verified,2024-07
U002512,2023-03-17 11:48:39,20,South,Referral,Pending,2023-03
U002513,2024-08-21 11:03:04,69,North,Referral,Verified,2024-08
U002514,2024-05-20 03:38:41,34,West,Affiliate,Verified,2024-05
U002515,2024-01-20 00:34:49,35,Central,Organic,Pending,2024-01
U002516,2023-04-15 13:32:21,51,East,Organic,Rejected,2023-04
U002517,2024-12-28 13:47:05,37,Central,Organic,Verified,2024-12
U002518,2023-11-20 02:27:53,66,Central,Referral,Verified,2023-11
U002519,2023-02-02 05:56:52,54,North,Referral,Verified,2023-02
U002520,2023-06-03 06:38:53,36,North,Organic,Verified,2023-06
U002521,2023-10-20 22:09:43,32,North,Affiliate,Verified,2023-10
U002522,2023-02-15 11:57:56,63,North,Organic,Verified,2023-02
U002523,2023-08-25 11:22:13,49,East,Paid Search,Verified,2023-08
U002524,2023-12-08 22:25:54,66,South,Paid Search,Verified,2023-12
U002525,2024-11-23 12:16:08,36,Central,Referral,Pending,2024-11
U002526,2023-03-05 01:17:24,19,East,Organic,Verified,2023-03
U002527,2024-02-26 02:36:14,65,South,Social,Verified,2024-02
U002528,2024-10-30 12:08:06,30,Central,Referral,Verified,2024-10
U002529,2024-08-11 12:27:56,62,Central,Referral,Verified,2024-08
U002530,2024-11-06 04:58:30,55,West,Organic,Unknown,2024-11
U002531,2023-05-05 08:22:39,30,West,Affiliate,Pending,2023-05
U002532,2024-08-07 23:31:56,58,Central,Affiliate,Verified,2024-08
U002533,2024-12-15 09:40:12,22,East,Paid Search,Verified,2024-12
U002534,2023-08-27 00:05:35,38,Central,Organic,Verified,2023-08
U002535,2023-12-31 00:09:53,36,North,Paid Search,Verified,2023-12
U002536,2024-01-23 12:20:25,52,East,Paid Search,Verified,2024-01
U002537,2023-12-27 09:08:05,46,East,Organic,Verified,2023-12
U002538,2023-07-31 12:58:38,50,North,Referral,Rejected,2023-07
U002539,2024-12-09 17:54:01,43,North,Paid Search,Verified,2024-12
U002540,2024-11-29 05:49:23,57,North,Affiliate,Verified,2024-11
U002541,2023-10-05 22:25:51,26,South,Paid Search,Verified,2023-10
U002542,2024-08-10 20:43:00,56,North,Referral,Verified,2024-08
U002543,2023-10-18 04:38:18,20,South,Social,Verified,2023-10
U002544,2024-08-03 05:04:54,22,West,Paid Search,Verified,2024-08
U002545,2024-03-02 20:52:02,56,East,Organic,Pending,2024-03
U002546,2023-12-10 05:22:21,26,West,Paid Search,Verified,2023-12
U002547,2023-04-04 11:28:54,58,North,Paid Search,Rejected,2023-04
U002548,2024-04-22 20:25:54,25,West,Affiliate,Verified,2024-04
U002549,2023-08-23 09:25:12,25,North,Affiliate,Verified,2023-08
U002550,2023-06-08 07:21:48,67,South,Referral,Verified,2023-06
U002551,2023-05-22 01:00:35,27,East,Social,Pending,2023-05
U002552,2024-12-17 18:29:44,66,Central,Organic,Verified,2024-12
U002553,2023-03-17 09:31:35,36,Central,Organic,Verified,2023-03
U002554,2024-08-05 22:10:21,60,West,Organic,Verified,2024-08
U002555,2024-09-24 06:51:12,67,West,Referral,Verified,2024-09
U002556,2023-01-23 16:02:49,24,East,Organic,Verified,2023-01
U002557,2024-03-06 05:04:55,35,West,Organic,Verified,2024-03
U002558,2024-02-26 12:07:54,48,North,Social,Verified,2024-02
U002559,2023-09-19 19:56:50,63,South,Organic,Verified,2023-09
U002560,2024-05-01 16:50:03,27,Central,Organic,Verified,2024-05
U002561,2023-10-26 07:53:14,27,Central,Paid Search,Verified,2023-10
U002562,2023-11-17 23:23:48,37,South,Organic,Verified,2023-11
U002563,2023-11-12 00:12:46,28,South,Organic,Verified,2023-11
U002564,2024-08-07 11:48:51,32,North,Organic,Verified,2024-08
U002565,2024-04-07 04:46:25,24,East,Organic,Pending,2024-04
U002566,2023-10-04 16:54:11,61,North,Affiliate,Verified,2023-10
U002567,2024-11-07 12:59:59,60,East,Paid Search,Verified,2024-11
U002568,2024-08-08 12:04:17,25,North,Referral,Verified,2024-08
U002569,2024-11-11 22:17:56,46,North,Referral,Verified,2024-11
U002570,2024-06-17 06:22:32,52,South,Affiliate,Verified,2024-06
U002571,2023-10-13 18:56:22,51,West,Social,Rejected,2023-10
U002572,2024-07-18 05:56:19,70,South,Paid Search,Verified,2024-07
U002573,2023-08-29 08:40:41,51,East,Organic,Verified,2023-08
U002574,2023-07-17 18:40:19,54,West,Organic,Pending,2023-07
U002575,2023-11-26 06:20:04,19,West,Organic,Pending,2023-11
U002576,2024-12-08 14:12:08,22,South,Affiliate,Verified,2024-12
U002577,2024-02-19 14:12:27,50,West,Paid Search,Verified,2024-02
U002578,2023-10-08 02:18:08,66,South,Organic,Pending,2023-10
U002579,2023-12-04 03:02:59,39,East,Organic,Verified,2023-12
U002580,2023-08-01 14:06:32,52,South,Social,Verified,2023-08
U002581,2024-04-25 21:21:35,29,Central,Paid Search,Pending,2024-04
U002582,2023-09-13 19:26:29,42,Central,Organic,Verified,2023-09
U002583,2024-02-09 17:04:15,57,West,Social,Verified,2024-02
U002584,2023-09-27 23:12:51,52,Central,Referral,Pending,2023-09
U002585,2023-08-23 02:56:10,24,North,Paid Search,Verified,2023-08
U002586,2024-12-09 06:31:47,64,West,Paid Search,Verified,2024-12
U002587,2023-09-10 09:12:13,67,North,Referral,Verified,2023-09
U002588,2023-02-21 11:31:00,43,South,Organic,Verified,2023-02
U002589,2023-10-04 08:56:44,36,East,Social,Verified,2023-10
U002590,2024-01-24 11:09:46,46,West,Affiliate,Verified,2024-01
U002591,2023-03-11 02:05:19,60,West,Referral,Verified,2023-03
U002592,2023-08-12 03:35:27,41,Central,Referral,Verified,2023-08
U002593,2023-05-02 05:25:02,19,East,Paid Search,Verified,2023-05
U002594,2024-01-01 11:21:28,21,Central,Organic,Verified,2024-01
U002595,2024-06-11 20:57:13,61,Central,Organic,Pending,2024-06
U002596,2024-12-07 23:46:25,59,West,Affiliate,Verified,2024-12
U002597,2023-10-12 00:58:27,58,North,Organic,Pending,2023-10
U002598,2024-09-22 04:17:27,24,East,Referral,Verified,2024-09
U002599,2023-06-06 14:43:22,27,West,Paid Search,Verified,2023-06
U002600,2024-07-23 18:18:28,38,Central,Organic,Verified,2024-07
U002601,2024-02-15 18:01:14,30,North,Organic,Verified,2024-02
U002602,2024-07-07 11:11:46,38,South,Referral,Verified,2024-07
U002603,2024-07-05 13:03:10,47,South,Organic,Verified,2024-07
U002604,2024-01-24 16:12:50,32,South,Organic,Verified,2024-01
U002605,2023-07-07 22:02:23,24,West,Paid Search,Pending,2023-07
U002606,2024-01-20 02:44:47,44,North,Organic,Verified,2024-01
U002607,2024-08-26 13:21:31,56,South,Referral,Pending,2024-08
U002608,2024-12-09 13:56:47,50,West,Social,Verified,2024-12
U002609,2024-11-08 01:53:06,35,South,Referral,Verified,2024-11
U002610,2023-05-13 11:18:10,34,North,Referral,Verified,2023-05
U002611,2024-03-12 02:21:07,48,East,Paid Search,Verified,2024-03
U002612,2023-03-18 08:30:14,27,East,Social,Verified,2023-03
U002613,2024-05-03 07:57:46,62,Central,Affiliate,Verified,2024-05
U002614,2024-12-25 09:43:19,64,West,Affiliate,Verified,2024-12
U002615,2023-02-08 09:07:52,19,Central,Organic,Verified,2023-02
U002616,2024-04-24 07:09:09,69,North,Organic,Verified,2024-04
U002617,2024-11-21 05:30:30,19,West,Organic,Verified,2024-11
U002618,2024-09-10 10:40:15,42,East,Organic,Pending,2024-09
U002619,2023-10-14 12:19:57,53,West,Organic,Verified,2023-10
U002620,2023-03-17 20:42:42,35,East,Social,Verified,2023-03
U002621,2024-11-05 10:44:06,28,North,Organic,Verified,2024-11
U002622,2024-11-03 13:34:15,20,North,Organic,Verified,2024-11
U002623,2024-02-27 15:41:10,44,West,Social,Verified,2024-02
U002624,2024-12-15 14:14:07,19,West,Social,Verified,2024-12
U002625,2023-01-04 08:55:16,43,North,Organic,Verified,2023-01
U002626,2024-03-26 03:01:05,38,East,Organic,Verified,2024-03
U002627,2023-01-29 03:15:20,69,West,Affiliate,Verified,2023-01
U002628,2024-11-14 01:21:49,67,East,Social,Pending,2024-11
U002629,2024-05-11 16:56:14,61,South,Referral,Verified,2024-05
U002630,2024-10-28 19:16:13,56,Central,Paid Search,Verified,2024-10
U002631,2024-02-15 17:56:36,46,East,Referral,Verified,2024-02
U002632,2023-01-20 08:50:53,36,West,Affiliate,Verified,2023-01
U002633,2023-09-02 23:14:48,26,West,Organic,Verified,2023-09
U002634,2024-06-26 17:25:06,69,West,Paid Search,Pending,2024-06
U002635,2023-04-21 06:05:10,38,North,Affiliate,Verified,2023-04
U002636,2024-09-14 01:35:10,40,Central,Referral,Verified,2024-09
U002637,2023-06-24 19:45:00,25,South,Organic,Pending,2023-06
U002638,2023-12-29 09:14:03,32,West,Referral,Verified,2023-12
U002639,2023-05-29 05:58:46,51,Central,Referral,Verified,2023-05
U002640,2023-12-07 00:04:13,40,West,Organic,Pending,2023-12
U002641,2023-11-27 02:05:24,49,East,Paid Search,Verified,2023-11
U002642,2023-01-04 23:53:19,29,North,Organic,Verified,2023-01
U002643,2024-02-19 12:03:26,22,South,Social,Verified,2024-02
U002644,2024-07-28 06:06:10,64,East,Organic,Rejected,2024-07
U002645,2024-11-14 11:33:23,40,North,Affiliate,Verified,2024-11
U002646,2023-08-30 10:08:43,37,North,Paid Search,Verified,2023-08
U002647,2024-10-04 19:52:13,33,Central,Social,Rejected,2024-10
U002648,2024-10-03 11:56:19,52,South,Social,Verified,2024-10
U002649,2024-12-22 12:27:56,47,South,Social,Pending,2024-12
U002650,2023-09-30 08:01:17,38,South,Affiliate,Verified,2023-09
U002651,2024-09-13 03:37:08,67,East,Paid Search,Verified,2024-09
U002652,2024-02-17 12:09:53,65,East,Organic,Verified,2024-02
U002653,2023-02-12 12:54:09,28,West,Organic,Verified,2023-02
U002654,2023-07-17 08:23:17,52,East,Referral,Verified,2023-07
U002655,2024-05-05 14:20:25,69,North,Paid Search,Verified,2024-05
U002656,2023-04-28 05:30:26,43,East,Paid Search,Verified,2023-04
U002657,2023-11-14 08:30:13,19,North,Organic,Pending,2023-11
U002658,2024-07-19 16:23:11,25,West,Referral,Pending,2024-07
U002659,2023-04-20 07:47:12,53,North,Organic,Verified,2023-04
U002660,2023-12-29 12:15:54,65,North,Organic,Verified,2023-12
U002661,2023-06-06 20:19:25,24,South,Referral,Verified,2023-06
U002662,2024-01-27 15:16:06,46,North,Paid Search,Unknown,2024-01
U002663,2023-06-25 17:15:53,44,East,Social,Pending,2023-06
U002664,2024-12-05 18:05:15,33,Unknown,Referral,Pending,2024-12
U002665,2023-02-25 23:48:15,51,Central,Affiliate,Verified,2023-02
U002666,2024-12-04 09:55:12,64,North,Organic,Verified,2024-12
U002667,2024-08-01 01:38:56,30,East,Organic,Verified,2024-08
U002668,2024-09-16 14:50:59,20,West,Referral,Verified,2024-09
U002669,2024-09-13 14:26:21,37,North,Organic,Verified,2024-09
U002670,2023-05-17 22:54:53,34,East,Affiliate,Verified,2023-05
U002671,2024-11-10 16:43:38,56,Central,Social,Verified,2024-11
U002672,2024-03-09 19:39:27,46,West,Organic,Verified,2024-03
U002673,2024-12-03 08:59:45,18,Unknown,Referral,Verified,2024-12
U002674,2024-10-03 01:08:34,36,West,Paid Search,Verified,2024-10
U002675,2024-02-28 02:46:07,56,South,Organic,Verified,2024-02
U002676,2023-10-01 08:36:29,43,Central,Paid Search,Verified,2023-10
U002677,2023-03-27 14:52:15,47,North,Referral,Verified,2023-03
U002678,2023-03-15 19:22:48,32,East,Social,Verified,2023-03
U002679,2023-10-12 11:42:44,34,West,Organic,Verified,2023-10
U002680,2024-08-15 00:04:12,24,Central,Referral,Verified,2024-08
U002681,2024-01-04 21:37:24,22,Central,Organic,Verified,2024-01
U002682,2023-12-18 16:29:50,19,North,Organic,Verified,2023-12
U002683,2023-06-28 10:49:45,51,West,Referral,Verified,2023-06
U002684,2024-02-17 00:09:35,26,North,Referral,Verified,2024-02
U002685,2024-04-10 19:04:48,48,West,Referral,Pending,2024-04
U002686,2024-12-17 23:10:05,68,West,Social,Verified,2024-12
U002687,2024-06-16 11:23:04,54,Unknown,Organic,Verified,2024-06
U002688,2024-03-19 06:20:39,48,West,Paid Search,Verified,2024-03
U002689,2024-10-26 08:32:43,24,East,Organic,Verified,2024-10
U002690,2023-11-07 05:38:19,43,East,Affiliate,Verified,2023-11
U002691,2024-11-13 12:18:18,65,Central,Organic,Verified,2024-11
U002692,2023-09-28 02:07:34,38,West,Organic,Verified,2023-09
U002693,2023-04-04 06:41:29,61,East,Referral,Verified,2023-04
U002694,2023-11-01 20:41:24,55,North,Paid Search,Pending,2023-11
U002695,2023-04-04 23:59:12,32,North,Referral,Pending,2023-04
U002696,2023-03-28 10:21:06,25,North,Social,Verified,2023-03
U002697,2024-10-05 06:46:28,18,South,Paid Search,Verified,2024-10
U002698,2024-08-03 04:01:47,32,South,Paid Search,Verified,2024-08
U002699,2023-06-11 11:37:47,35,East,Social,Verified,2023-06
U002700,2024-09-03 12:47:57,52,West,Referral,Verified,2024-09
U002701,2023-02-20 07:09:57,48,North,Organic,Verified,2023-02
U002702,2023-07-27 14:38:16,43,East,Affiliate,Rejected,2023-07
U002703,2024-05-30 10:54:12,56,Central,Paid Search,Verified,2024-05
U002704,2023-08-10 18:31:00,58,North,Affiliate,Pending,2023-08
U002705,2024-06-17 06:25:22,55,West,Referral,Rejected,2024-06
U002706,2024-09-30 06:20:10,65,North,Organic,Verified,2024-09
U002707,2023-02-18 05:24:02,37,East,Affiliate,Verified,2023-02
U002708,2023-01-18 11:57:38,61,West,Organic,Verified,2023-01
U002709,2024-11-17 04:50:07,40,North,Social,Verified,2024-11
U002710,2024-01-15 22:24:51,27,South,Affiliate,Pending,2024-01
U002711,2024-01-05 17:25:50,25,Central,Social,Rejected,2024-01
U002712,2023-12-05 11:35:54,22,North,Organic,Verified,2023-12
U002713,2023-11-13 12:53:36,68,West,Paid Search,Verified,2023-11
U002714,2024-05-18 19:01:15,26,East,Organic,Pending,2024-05
U002715,2024-02-28 05:08:29,62,North,Paid Search,Verified,2024-02
U002716,2023-04-30 06:37:21,59,West,Paid Search,Verified,2023-04
U002717,2024-04-02 10:42:31,41,East,Referral,Verified,2024-04
U002718,2024-05-02 21:09:16,66,North,Paid Search,Verified,2024-05
U002719,2023-03-24 22:17:18,66,Central,Social,Verified,2023-03
U002720,2023-10-03 00:22:47,67,East,Organic,Verified,2023-10
U002721,2024-07-31 01:41:30,44,West,Paid Search,Verified,2024-07
U002722,2024-03-27 15:52:58,33,North,Referral,Verified,2024-03
U002723,2023-04-10 13:11:57,20,North,Organic,Verified,2023-04
U002724,2023-01-30 06:27:52,62,West,Referral,Verified,2023-01
U002725,2024-02-29 06:49:07,64,West,Referral,Verified,2024-02
U002726,2023-12-04 01:27:37,46,South,Referral,Pending,2023-12
U002727,2024-12-02 13:37:20,21,West,Referral,Verified,2024-12
U002728,2024-01-17 05:50:08,61,East,Affiliate,Verified,2024-01
U002729,2024-11-10 23:40:57,33,South,Social,Verified,2024-11
U002730,2023-06-06 10:59:54,44,West,Organic,Pending,2023-06
U002731,2023-11-23 13:21:15,52,East,Paid Search,Verified,2023-11
U002732,2023-04-12 22:12:23,25,East,Affiliate,Verified,2023-04
U002733,2024-02-24 04:29:40,21,West,Organic,Rejected,2024-02
U002734,2023-05-18 14:04:11,22,East,Paid Search,Verified,2023-05
U002735,2023-12-26 08:26:56,68,Unknown,Referral,Verified,2023-12
U002736,2023-09-09 05:21:06,68,West,Organic,Verified,2023-09
U002737,2023-05-16 13:59:04,40,South,Paid Search,Verified,2023-05
U002738,2023-03-12 16:06:49,40,East,Affiliate,Verified,2023-03
U002739,2024-01-09 19:09:01,39,Central,Organic,Pending,2024-01
U002740,2024-11-22 13:02:34,36,Central,Organic,Pending,2024-11
U002741,2023-05-26 02:04:09,46,North,Affiliate,Verified,2023-05
U002742,2023-10-23 15:29:45,36,South,Affiliate,Pending,2023-10
U002743,2023-06-13 23:06:30,50,South,Referral,Pending,2023-06
U002744,2024-08-13 13:08:50,38,Central,Paid Search,Verified,2024-08
U002745,2023-10-30 21:05:30,51,Central,Organic,Verified,2023-10
U002746,2024-12-12 07:47:16,68,West,Affiliate,Verified,2024-12
U002747,2023-06-28 23:20:04,28,South,Organic,Verified,2023-06
U002748,2023-02-28 22:28:55,21,Central,Social,Rejected,2023-02
U002749,2024-03-01 05:45:13,45,North,Referral,Verified,2024-03
U002750,2024-04-20 17:14:56,24,South,Organic,Verified,2024-04
U002751,2024-12-24 05:47:15,30,South,Referral,Verified,2024-12
U002752,2024-09-28 03:05:13,59,East,Social,Verified,2024-09
U002753,2024-10-07 10:39:26,40,East,Affiliate,Verified,2024-10
U002754,2024-04-07 23:47:14,47,North,Referral,Verified,2024-04
U002755,2023-09-20 15:57:23,59,North,Organic,Verified,2023-09
U002756,2023-11-10 04:32:15,24,West,Referral,Verified,2023-11
U002757,2023-04-08 15:12:34,43,North,Referral,Verified,2023-04
U002758,2023-11-11 16:27:28,19,East,Referral,Verified,2023-11
U002759,2023-09-24 00:57:49,44,North,Organic,Pending,2023-09
U002760,2023-01-27 04:56:54,29,South,Social,Verified,2023-01
U002761,2023-05-30 06:16:30,66,South,Paid Search,Verified,2023-05
U002762,2024-01-26 06:12:18,31,West,Organic,Rejected,2024-01
U002763,2023-09-27 14:53:21,28,South,Organic,Verified,2023-09
U002764,2024-12-26 06:52:23,18,South,Organic,Verified,2024-12
U002765,2023-12-16 07:48:20,25,West,Paid Search,Verified,2023-12
U002766,2024-11-30 20:33:21,29,North,Organic,Pending,2024-11
U002767,2024-04-27 07:39:35,30,West,Paid Search,Verified,2024-04
U002768,2023-01-30 11:47:40,57,South,Organic,Rejected,2023-01
U002769,2023-05-29 12:21:32,65,Central,Organic,Rejected,2023-05
U002770,2024-05-30 05:33:48,63,North,Organic,Pending,2024-05
U002771,2024-02-02 22:27:33,68,East,Paid Search,Verified,2024-02
U002772,2023-08-09 06:55:13,65,East,Paid Search,Verified,2023-08
U002773,2024-01-17 02:55:23,42,East,Paid Search,Rejected,2024-01
U002774,2024-10-21 04:22:11,38,West,Referral,Verified,2024-10
U002775,2023-10-11 18:09:54,52,North,Paid Search,Verified,2023-10
U002776,2023-02-02 22:24:37,34,South,Referral,Verified,2023-02
U002777,2023-08-16 00:00:20,49,Central,Organic,Verified,2023-08
U002778,2024-11-14 04:30:51,70,Central,Paid Search,Verified,2024-11
U002779,2024-07-10 02:20:22,28,East,Organic,Rejected,2024-07
U002780,2024-09-03 08:34:30,58,East,Paid Search,Verified,2024-09
U002781,2024-10-27 11:20:55,67,West,Referral,Verified,2024-10
U002782,2023-03-27 18:40:36,46,West,Affiliate,Verified,2023-03
U002783,2023-07-26 08:25:30,36,Central,Paid Search,Verified,2023-07
U002784,2023-02-13 16:07:20,31,West,Paid Search,Verified,2023-02
U002785,2023-01-04 10:58:06,26,South,Organic,Verified,2023-01
U002786,2024-09-01 08:04:41,35,East,Social,Verified,2024-09
U002787,2024-11-14 23:18:50,57,East,Organic,Pending,2024-11
U002788,2023-04-24 16:52:27,45,North,Organic,Rejected,2023-04
U002789,2024-06-11 04:24:03,29,West,Organic,Verified,2024-06
U002790,2024-01-26 11:24:56,46,East,Social,Verified,2024-01
U002791,2023-02-20 12:49:52,60,North,Social,Verified,2023-02
U002792,2024-10-30 11:50:59,18,West,Organic,Verified,2024-10
U002793,2024-09-28 00:06:04,19,South,Organic,Verified,2024-09
U002794,2024-02-19 05:41:27,68,North,Referral,Pending,2024-02
U002795,2024-05-31 18:12:20,57,East,Organic,Verified,2024-05
U002796,2023-10-17 23:31:38,48,West,Organic,Pending,2023-10
U002797,2024-08-01 18:32:21,66,East,Paid Search,Verified,2024-08
U002798,2023-11-21 20:40:52,49,North,Paid Search,Rejected,2023-11
U002799,2024-12-23 02:21:23,45,East,Paid Search,Verified,2024-12
U002800,2023-02-16 01:48:46,29,North,Referral,Pending,2023-02
U002801,2023-05-06 16:03:35,60,Central,Referral,Verified,2023-05
U002802,2024-12-08 04:32:26,58,South,Paid Search,Verified,2024-12
U002803,2023-07-30 19:27:18,33,Central,Organic,Verified,2023-07
U002804,2023-08-15 18:39:40,57,North,Organic,Verified,2023-08
U002805,2024-07-31 15:08:52,56,North,Social,Pending,2024-07
U002806,2023-05-19 05:38:54,23,South,Organic,Pending,2023-05
U002807,2024-01-10 21:11:40,26,West,Paid Search,Verified,2024-01
U002808,2023-07-28 19:32:55,49,Central,Organic,Verified,2023-07
U002809,2023-05-25 11:50:28,51,East,Organic,Rejected,2023-05
U002810,2024-12-04 23:49:06,52,South,Paid Search,Verified,2024-12
U002811,2023-05-26 22:11:49,37,North,Organic,Verified,2023-05
U002812,2023-03-10 19:53:29,62,East,Referral,Verified,2023-03
U002813,2024-05-06 23:23:18,41,South,Paid Search,Pending,2024-05
U002814,2024-09-25 03:08:57,28,Central,Affiliate,Verified,2024-09
U002815,2023-04-04 01:43:34,24,East,Referral,Verified,2023-04
U002816,2024-05-31 17:25:30,64,West,Organic,Verified,2024-05
U002817,2024-01-30 18:39:24,55,West,Affiliate,Verified,2024-01
U002818,2024-08-28 21:56:09,42,North,Social,Verified,2024-08
U002819,2023-04-03 16:14:38,29,South,Organic,Pending,2023-04
U002820,2024-12-13 09:43:29,23,Central,Referral,Verified,2024-12
U002821,2024-03-27 22:49:10,26,South,Referral,Rejected,2024-03
U002822,2024-09-06 18:32:58,23,East,Referral,Verified,2024-09
U002823,2023-09-22 05:34:39,46,Central,Organic,Verified,2023-09
U002824,2024-11-19 16:03:31,28,North,Organic,Verified,2024-11
U002825,2024-04-02 05:52:32,24,Central,Organic,Pending,2024-04
U002826,2023-04-03 15:54:20,32,South,Organic,Verified,2023-04
U002827,2024-11-04 17:14:04,55,East,Paid Search,Verified,2024-11
U002828,2024-08-03 22:12:56,44,South,Affiliate,Verified,2024-08
U002829,2023-08-08 03:31:38,26,East,Paid Search,Verified,2023-08
U002830,2024-02-03 08:14:17,57,North,Paid Search,Pending,2024-02
U002831,2023-10-11 06:48:53,43,North,Organic,Verified,2023-10
U002832,2024-02-01 18:02:34,27,South,Paid Search,Verified,2024-02
U002833,2024-12-05 17:21:25,54,South,Affiliate,Verified,2024-12
U002834,2024-10-18 05:06:21,70,East,Affiliate,Verified,2024-10
U002835,2023-06-07 08:15:44,46,North,Paid Search,Rejected,2023-06
U002836,2024-12-10 10:00:10,26,North,Paid Search,Verified,2024-12
U002837,2023-11-16 16:48:12,34,North,Organic,Rejected,2023-11
U002838,2024-05-29 12:46:02,49,South,Social,Verified,2024-05
U002839,2024-07-11 21:11:19,70,South,Organic,Verified,2024-07
U002840,2023-12-19 13:04:50,67,North,Paid Search,Verified,2023-12
U002841,2023-11-30 08:38:04,67,East,Paid Search,Verified,2023-11
U002842,2023-11-30 04:11:44,62,West,Organic,Verified,2023-11
U002843,2024-09-21 15:51:48,48,West,Organic,Verified,2024-09
U002844,2023-10-10 00:42:08,52,South,Social,Verified,2023-10
U002845,2023-07-24 08:15:15,56,West,Organic,Verified,2023-07
U002846,2023-09-21 23:12:53,55,East,Organic,Verified,2023-09
U002847,2023-05-23 06:20:45,51,East,Organic,Verified,2023-05
U002848,2023-10-13 19:11:59,25,North,Organic,Verified,2023-10
U002849,2023-03-25 06:39:15,64,South,Social,Verified,2023-03
U002850,2023-03-07 12:28:36,18,East,Referral,Unknown,2023-03
U002851,2024-06-12 09:51:21,40,North,Social,Pending,2024-06
U002852,2023-02-26 12:40:48,41,West,Affiliate,Verified,2023-02
U002853,2024-02-19 18:57:14,70,South,Referral,Verified,2024-02
U002854,2024-07-23 07:19:10,22,North,Paid Search,Verified,2024-07
U002855,2024-06-12 20:55:00,43,North,Paid Search,Verified,2024-06
U002856,2023-11-22 15:11:49,36,North,Referral,Verified,2023-11
U002857,2023-05-22 08:26:03,23,South,Referral,Verified,2023-05
U002858,2024-11-10 09:35:32,29,Unknown,Referral,Verified,2024-11
U002859,2024-09-01 16:01:07,40,East,Paid Search,Verified,2024-09
U002860,2024-03-22 22:06:43,66,South,Referral,Verified,2024-03
U002861,2023-03-05 08:03:46,38,East,Organic,Pending,2023-03
U002862,2023-01-26 16:16:59,64,Central,Paid Search,Verified,2023-01
U002863,2023-08-19 02:39:18,56,Central,Paid Search,Verified,2023-08
U002864,2023-04-25 23:48:32,61,East,Paid Search,Verified,2023-04
U002865,2024-09-20 01:27:11,63,South,Paid Search,Verified,2024-09
U002866,2023-05-31 05:57:45,55,West,Referral,Verified,2023-05
U002867,2023-07-26 08:02:36,56,Central,Referral,Verified,2023-07
U002868,2024-12-13 06:53:42,26,East,Organic,Pending,2024-12
U002869,2024-08-20 07:54:52,56,North,Paid Search,Verified,2024-08
U002870,2023-06-09 15:41:52,20,West,Organic,Verified,2023-06
U002871,2023-10-07 23:40:30,57,North,Organic,Verified,2023-10
U002872,2024-01-12 12:02:22,52,West,Organic,Pending,2024-01
U002873,2024-04-29 22:00:56,58,North,Referral,Verified,2024-04
U002874,2024-11-14 09:49:11,52,North,Affiliate,Verified,2024-11
U002875,2024-09-27 22:07:26,37,West,Organic,Pending,2024-09
U002876,2024-12-14 08:24:59,37,West,Affiliate,Pending,2024-12
U002877,2023-01-30 16:06:25,49,East,Paid Search,Verified,2023-01
U002878,2023-06-22 13:02:05,43,West,Affiliate,Verified,2023-06
U002879,2024-02-15 23:46:53,36,West,Paid Search,Verified,2024-02
U002880,2023-02-05 20:32:28,43,South,Referral,Verified,2023-02
U002881,2023-09-17 09:34:59,46,Central,Paid Search,Verified,2023-09
U002882,2023-04-23 03:06:14,30,South,Organic,Verified,2023-04
U002883,2024-11-12 00:45:25,51,North,Organic,Pending,2024-11
U002884,2023-02-16 05:30:53,34,Unknown,Referral,Verified,2023-02
U002885,2023-04-19 08:02:36,32,South,Social,Verified,2023-04
U002886,2023-05-23 10:34:36,40,Central,Referral,Pending,2023-05
U002887,2023-04-19 11:22:03,23,North,Referral,Verified,2023-04
U002888,2024-02-20 01:20:29,49,North,Organic,Pending,2024-02
U002889,2023-09-23 23:22:10,56,North,Referral,Verified,2023-09
U002890,2024-10-28 02:06:10,68,East,Affiliate,Verified,2024-10
U002891,2023-07-10 09:31:56,33,West,Paid Search,Verified,2023-07
U002892,2024-01-28 04:04:29,46,South,Paid Search,Verified,2024-01
U002893,2024-04-26 20:46:16,44,North,Organic,Verified,2024-04
U002894,2024-04-01 23:20:13,56,South,Organic,Verified,2024-04
U002895,2024-08-04 08:37:35,51,South,Organic,Verified,2024-08
U002896,2023-05-28 08:42:51,60,East,Referral,Verified,2023-05
U002897,2024-01-06 10:37:53,63,West,Affiliate,Verified,2024-01
U002898,2024-08-07 10:13:30,24,North,Organic,Verified,2024-08
U002899,2024-09-22 00:02:44,36,South,Social,Verified,2024-09
U002900,2024-03-26 23:39:42,52,East,Affiliate,Verified,2024-03
U002901,2024-04-20 21:08:09,46,South,Paid Search,Verified,2024-04
U002902,2024-09-22 19:40:38,43,South,Social,Verified,2024-09
U002903,2024-04-01 03:44:42,27,East,Social,Pending,2024-04
U002904,2024-11-23 15:43:52,48,South,Organic,Pending,2024-11
U002905,2023-04-04 03:26:35,57,North,Social,Verified,2023-04
U002906,2023-09-11 23:13:17,20,North,Paid Search,Verified,2023-09
U002907,2023-03-23 21:25:49,49,West,Organic,Verified,2023-03
U002908,2023-03-08 02:56:42,66,South,Organic,Verified,2023-03
U002909,2023-12-11 12:24:33,48,West,Referral,Verified,2023-12
