user_id,signup_date,age,region,acquisition_channel,kyc_status,signup_month,transaction_count,successful_transactions,total_spend,first_transaction_date,last_transaction_date,active_months,days_since_last_transaction,avg_transaction_amount,engagement_segment
U001086,2024-08-08 04:34:00,62,East,Referral,Verified,2024-08,5.0,5.0,173.4,2023-06-25 05:53:35,2025-02-01 01:49:09,4.0,57.0,34.68,Engaged
U001087,2024-04-20 04:36:25,67,North,Referral,Verified,2024-04,3.0,3.0,473.3,2023-01-08 00:47:54,2025-02-15 21:45:25,3.0,43.0,157.76666666666668,Occasional
U001088,2023-04-14 08:45:35,44,North,Paid Search,Verified,2023-04,4.0,4.0,347.73,2023-03-29 16:27:00,2024-07-22 18:22:48,3.0,251.0,86.9325,At Risk
U001089,2024-01-03 02:50:47,60,West,Organic,Verified,2024-01,4.0,3.0,445.7,2023-01-02 05:13:24,2025-01-18 03:55:13,3.0,71.0,111.425,Occasional
U001090,2023-11-24 05:15:47,26,South,Affiliate,Verified,2023-11,6.0,6.0,1595.11,2023-01-18 00:05:17,2025-01-26 13:50:04,6.0,63.0,265.85166666666663,Engaged
U001091,2024-09-07 08:26:08,25,North,Paid Search,Pending,2024-09,4.0,4.0,603.85,2023-04-21 00:26:38,2024-02-25 13:11:30,3.0,399.0,150.9625,At Risk
U001092,2023-10-14 13:52:26,38,North,Paid Search,Verified,2023-10,2.0,1.0,120.97,2023-05-05 20:12:54,2025-03-23 05:21:03,2.0,7.0,60.485,Occasional
U001093,2023-08-28 20:56:39,41,South,Organic,Verified,2023-08,4.0,4.0,439.96000000000004,2023-01-30 20:59:47,2024-09-13 04:23:55,4.0,198.0,109.99000000000001,At Risk
U001094,2023-02-28 10:27:48,63,West,Organic,Verified,2023-02,0.0,0.0,0.0,,,0.0,999.0,0.0,No Activity
U001095,2024-09-01 21:11:55,55,South,Paid Search,Verified,2024-09,2.0,2.0,167.26,2023-08-25 14:51:48,2024-12-30 16:27:31,2.0,90.0,83.63,Occasional
U001096,2024-07-05 09:23:04,25,West,Referral,Verified,2024-07,3.0,3.0,183.23000000000002,2023-07-04 10:45:29,2024-12-27 12:42:05,3.0,93.0,61.076666666666675,Occasional
U001097,2023-01-31 02:18:33,48,West,Affiliate,Verified,2023-01,6.0,6.0,1057.96,2023-02-21 08:02:20,2025-01-03 05:59:34,5.0,86.0,176.32666666666668,Engaged
U001098,2023-11-13 15:48:30,64,South,Social,Verified,2023-11,3.0,3.0,300.14,2023-03-13 20:14:20,2024-05-27 16:47:26,3.0,307.0,100.04666666666667,At Risk
U001099,2023-12-17 04:39:42,53,West,Paid Search,Verified,2023-12,6.0,5.0,1329.02,2023-01-31 21:00:55,2024-10-07 16:53:23,6.0,174.0,221.50333333333333,Occasional
U001100,2023-12-09 14:36:28,30,North,Paid Search,Verified,2023-12,3.0,2.0,559.79,2023-07-20 00:57:21,2025-03-15 00:02:59,3.0,15.0,186.59666666666666,Occasional
U001101,2024-11-01 19:40:30,24,South,Referral,Rejected,2024-11,4.0,4.0,631.78,2023-02-17 02:06:13,2025-03-19 11:59:42,4.0,11.0,157.945,Occasional
U001102,2023-04-20 23:47:25,41,North,Organic,Verified,2023-04,4.0,4.0,952.92,2023-03-30 23:31:21,2024-08-09 09:36:13,3.0,233.0,238.23,At Risk
U001103,2023-08-12 15:09:20,43,North,Paid Search,Verified,2023-08,4.0,3.0,426.02,2023-01-02 10:13:48,2025-01-13 05:09:06,4.0,76.0,106.505,Occasional
U001104,2023-05-13 01:50:05,36,North,Referral,Verified,2023-05,2.0,1.0,322.26,2023-01-12 08:21:28,2024-03-20 05:17:07,2.0,375.0,161.13,At Risk
U001105,2023-06-28 04:21:42,23,North,Organic,Verified,2023-06,5.0,2.0,305.81,2023-09-02 01:04:02,2025-02-24 18:36:44,5.0,34.0,61.162,Engaged
U001106,2024-10-24 04:27:19,24,West,Organic,Verified,2024-10,8.0,6.0,1164.58,2023-01-26 04:18:26,2025-02-06 16:29:01,8.0,52.0,145.5725,Engaged
U001107,2024-11-17 17:27:06,46,East,Paid Search,Verified,2024-11,5.0,5.0,691.4,2023-01-29 11:09:44,2024-12-25 16:25:26,4.0,95.0,138.28,Occasional
U001108,2023-02-02 14:15:07,68,Central,Paid Search,Verified,2023-02,1.0,1.0,70.16,2024-02-14 16:41:43,2024-02-14 16:41:43,1.0,410.0,70.16,At Risk
U001109,2024-04-06 10:14:57,49,East,Organic,Verified,2024-04,3.0,2.0,106.14,2023-05-20 17:21:45,2024-06-01 16:34:15,3.0,302.0,35.38,At Risk
U001110,2023-06-19 23:34:19,41,East,Organic,Verified,2023-06,5.0,4.0,920.46,2023-06-27 02:00:46,2024-09-04 05:40:25,5.0,207.0,184.092,At Risk
U001111,2023-05-21 13:40:11,67,North,Organic,Pending,2023-05,2.0,2.0,145.13,2023-01-05 16:39:03,2024-09-07 20:27:30,2.0,204.0,72.565,At Risk
U001112,2023-08-02 04:52:46,54,East,Affiliate,Verified,2023-08,5.0,5.0,547.15,2023-12-12 17:18:28,2024-12-13 22:05:48,5.0,107.0,109.42999999999999,Occasional
U001113,2023-05-22 21:39:38,56,South,Social,Verified,2023-05,3.0,2.0,224.48000000000002,2023-01-11 22:26:19,2024-12-15 13:45:10,3.0,105.0,74.82666666666667,Occasional
U001114,2023-12-24 20:15:39,48,Central,Social,Verified,2023-12,6.0,4.0,671.76,2023-02-05 08:20:28,2024-11-11 18:25:51,5.0,139.0,111.96,Occasional
U001115,2024-12-27 19:05:53,58,Central,Affiliate,Verified,2024-12,6.0,4.0,1308.21,2023-01-29 04:48:40,2025-02-26 12:38:40,6.0,32.0,218.035,Engaged
U001116,2024-03-04 02:31:09,44,North,Organic,Pending,2024-03,4.0,3.0,280.51,2023-05-26 04:59:30,2025-03-26 05:21:44,4.0,4.0,70.1275,Occasional
U001117,2024-06-11 23:13:09,50,East,Organic,Verified,2024-06,3.0,3.0,698.85,2023-04-12 20:56:42,2024-09-27 03:24:47,3.0,184.0,232.95000000000002,At Risk
U001118,2023-12-27 02:26:25,50,East,Paid Search,Pending,2023-12,4.0,4.0,288.74,2023-04-23 12:18:13,2024-06-08 22:23:20,4.0,295.0,72.185,At Risk
U001119,2023-01-11 03:39:19,57,East,Paid Search,Pending,2023-01,6.0,5.0,1118.1,2023-03-03 23:48:06,2024-09-08 21:12:08,6.0,203.0,186.35,At Risk
U001120,2023-03-03 09:42:02,65,North,Referral,Verified,2023-03,6.0,6.0,459.91,2023-01-16 03:34:37,2024-05-08 03:28:14,4.0,326.0,76.65166666666667,At Risk
U001121,2023-07-16 06:38:52,33,West,Organic,Verified,2023-07,4.0,3.0,778.0600000000001,2023-03-20 05:47:46,2025-02-27 06:26:39,4.0,31.0,194.51500000000001,Occasional
U001122,2023-06-27 21:03:13,55,West,Social,Verified,2023-06,3.0,2.0,296.24,2023-10-18 02:05:27,2024-07-16 09:48:09,3.0,257.0,98.74666666666667,At Risk
U001123,2024-09-05 14:57:08,19,South,Organic,Verified,2024-09,4.0,3.0,805.2,2023-06-12 05:43:36,2025-03-02 00:04:22,4.0,28.0,201.3,Occasional
U001124,2024-09-07 19:40:06,46,East,Paid Search,Verified,2024-09,5.0,5.0,324.46999999999997,2023-02-27 15:56:54,2025-03-06 21:56:06,5.0,24.0,64.89399999999999,Engaged
U001125,2024-09-15 12:12:23,65,North,Affiliate,Verified,2024-09,6.0,5.0,561.13,2023-01-27 14:13:14,2024-12-21 11:37:45,5.0,99.0,93.52166666666666,Occasional
U001126,2024-04-10 10:33:14,52,Central,Paid Search,Verified,2024-04,4.0,3.0,516.8000000000001,2023-03-26 08:28:26,2024-10-15 22:09:09,4.0,166.0,129.20000000000002,Occasional
U001127,2024-02-11 00:09:13,32,North,Referral,Verified,2024-02,7.0,7.0,883.0899999999999,2023-01-31 06:28:09,2025-01-28 14:19:15,6.0,61.0,126.15571428571427,Engaged
U001128,2024-04-18 21:05:28,50,North,Referral,Rejected,2024-04,9.0,5.0,641.63,2023-02-09 06:52:35,2024-12-04 18:01:44,9.0,116.0,71.29222222222222,Occasional
U001129,2023-10-24 23:15:24,36,South,Affiliate,Verified,2023-10,1.0,1.0,87.01,2023-10-17 23:54:45,2023-10-17 23:54:45,1.0,529.0,87.01,At Risk
U001130,2024-05-04 05:57:39,40,West,Affiliate,Verified,2024-05,1.0,1.0,84.2,2024-08-18 07:11:02,2024-08-18 07:11:02,1.0,224.0,84.2,At Risk
U001131,2024-08-02 22:38:12,30,West,Paid Search,Verified,2024-08,9.0,9.0,1531.85,2023-02-19 18:08:32,2025-03-27 15:59:52,9.0,3.0,170.20555555555555,Engaged
U001132,2024-07-10 22:03:39,51,North,Paid Search,Verified,2024-07,1.0,1.0,332.18,2023-11-15 10:31:53,2023-11-15 10:31:53,1.0,501.0,332.18,At Risk
U001133,2024-03-24 02:18:26,28,North,Affiliate,Pending,2024-03,4.0,4.0,236.13,2023-02-14 05:30:10,2025-03-09 07:16:42,3.0,21.0,59.0325,Occasional
U001134,2023-02-12 10:03:38,41,West,Paid Search,Verified,2023-02,7.0,7.0,850.45,2023-02-06 08:23:05,2025-03-25 18:52:48,6.0,5.0,121.49285714285715,Engaged
U001135,2024-06-13 05:06:50,67,South,Referral,Verified,2024-06,1.0,1.0,36.1,2024-05-31 21:45:49,2024-05-31 21:45:49,1.0,303.0,36.1,At Risk
U001136,2023-09-25 14:58:44,58,North,Paid Search,Verified,2023-09,4.0,4.0,758.3199999999999,2023-02-12 12:55:06,2024-04-22 20:46:20,3.0,342.0,189.57999999999998,At Risk
U001137,2024-06-26 21:03:03,39,Central,Organic,Rejected,2024-06,4.0,4.0,942.8499999999999,2023-08-05 10:32:18,2024-12-08 00:18:08,4.0,112.0,235.71249999999998,Occasional
U001138,2024-01-29 20:31:14,69,North,Paid Search,Verified,2024-01,0.0,0.0,0.0,,,0.0,999.0,0.0,No Activity
U001139,2024-10-05 06:22:29,18,East,Social,Pending,2024-10,2.0,2.0,135.06,2024-01-24 02:53:08,2024-06-24 05:35:49,2.0,279.0,67.53,At Risk
U001140,2023-09-05 01:45:27,68,South,Organic,Verified,2023-09,4.0,4.0,481.45,2023-05-21 12:35:10,2024-10-27 03:13:11,4.0,154.0,120.3625,Occasional
U001141,2024-11-10 22:01:36,36,West,Organic,Pending,2024-11,4.0,4.0,686.85,2023-06-11 15:27:04,2024-06-22 12:03:46,3.0,281.0,171.7125,At Risk
U001142,2024-09-08 11:16:11,61,West,Organic,Verified,2024-09,6.0,6.0,431.03000000000003,2023-04-13 17:30:16,2024-10-20 20:46:40,5.0,161.0,71.83833333333334,Occasional
U001143,2023-08-30 16:59:42,68,South,Paid Search,Pending,2023-08,4.0,2.0,544.4000000000001,2023-01-08 13:41:23,2024-07-25 11:10:17,4.0,248.0,136.10000000000002,At Risk
U001144,2023-12-19 06:40:13,49,West,Organic,Verified,2023-12,3.0,3.0,215.38,2023-10-17 10:59:11,2024-06-02 05:55:07,3.0,301.0,71.79333333333334,At Risk
U001145,2024-01-23 21:13:03,50,Central,Referral,Verified,2024-01,4.0,4.0,520.14,2023-03-31 11:36:48,2024-06-03 03:55:13,4.0,300.0,130.035,At Risk
U001146,2024-07-15 02:21:19,57,West,Organic,Verified,2024-07,3.0,3.0,243.01,2023-10-07 08:24:39,2024-08-12 03:25:17,3.0,230.0,81.00333333333333,At Risk
U001147,2024-05-18 02:02:01,30,South,Organic,Verified,2024-05,3.0,3.0,774.55,2023-04-11 13:04:27,2025-02-09 20:44:51,3.0,49.0,258.18333333333334,Occasional
U001148,2024-09-13 23:18:42,27,South,Organic,Verified,2024-09,4.0,3.0,580.79,2023-04-14 21:14:52,2024-11-03 06:23:47,4.0,147.0,145.1975,Occasional
U001149,2023-09-28 00:05:01,36,Central,Organic,Verified,2023-09,5.0,5.0,676.1899999999999,2023-01-18 18:38:37,2024-11-11 14:46:47,5.0,139.0,135.238,Occasional
U001150,2024-01-04 11:56:48,43,Unknown,Affiliate,Pending,2024-01,5.0,4.0,457.53000000000003,2023-11-05 19:52:14,2025-03-29 01:25:57,4.0,1.0,91.506,Engaged
U001151,2023-11-11 12:45:02,57,North,Social,Verified,2023-11,5.0,4.0,336.06,2023-09-14 11:35:16,2024-09-21 03:09:38,4.0,190.0,67.212,At Risk
U001152,2024-10-25 23:21:19,31,North,Referral,Verified,2024-10,4.0,4.0,702.94,2023-01-12 00:11:14,2024-12-28 01:54:35,4.0,92.0,175.735,Occasional
U001153,2023-08-11 15:15:35,47,West,Affiliate,Verified,2023-08,1.0,1.0,96.39,2024-02-21 13:53:41,2024-02-21 13:53:41,1.0,403.0,96.39,At Risk
U001154,2024-03-04 14:24:41,18,North,Organic,Verified,2024-03,6.0,6.0,1121.77,2023-10-08 23:38:37,2025-03-28 21:10:24,6.0,2.0,186.96166666666667,Engaged
U001155,2023-03-29 17:18:39,19,South,Social,Verified,2023-03,2.0,2.0,403.97999999999996,2023-04-05 04:01:16,2023-09-26 02:38:48,2.0,551.0,201.98999999999998,At Risk
U001156,2024-09-12 16:48:20,69,East,Paid Search,Verified,2024-09,5.0,5.0,707.99,2024-01-08 07:15:57,2024-11-10 22:00:09,4.0,140.0,141.598,Occasional
U001157,2023-10-08 11:29:54,63,North,Referral,Verified,2023-10,4.0,2.0,907.21,2024-03-29 16:20:40,2025-02-17 07:19:46,4.0,41.0,226.8025,Occasional
U001158,2023-09-06 15:09:02,63,Unknown,Referral,Pending,2023-09,7.0,7.0,661.3299999999999,2023-09-11 22:27:54,2025-01-21 01:14:45,7.0,68.0,94.47571428571428,Engaged
U001159,2024-03-01 12:42:34,35,East,Paid Search,Verified,2024-03,5.0,4.0,640.15,2023-05-19 23:17:59,2024-10-17 20:49:48,5.0,164.0,128.03,Occasional
U001160,2023-12-31 03:16:23,45,North,Organic,Verified,2023-12,5.0,4.0,520.9300000000001,2023-06-08 23:18:27,2024-12-11 15:51:18,4.0,109.0,104.186,Occasional
U001161,2024-09-11 00:32:41,53,Central,Organic,Verified,2024-09,5.0,5.0,647.43,2023-02-09 22:27:15,2024-11-12 11:14:44,5.0,138.0,129.486,Occasional
U001162,2024-01-23 22:19:17,31,North,Paid Search,Verified,2024-01,6.0,6.0,677.45,2023-06-22 00:30:47,2025-02-17 05:57:49,5.0,41.0,112.90833333333335,Engaged
U001163,2024-01-13 09:44:47,57,West,Paid Search,Pending,2024-01,8.0,7.0,1173.6499999999999,2023-01-20 21:21:26,2024-12-27 07:27:14,7.0,93.0,146.70624999999998,Occasional
U001164,2023-03-18 15:14:40,54,East,Social,Verified,2023-03,5.0,4.0,429.42,2023-02-25 00:04:42,2024-12-19 00:43:33,5.0,101.0,85.884,Occasional
U001165,2023-01-17 00:21:22,39,North,Organic,Pending,2023-01,6.0,4.0,617.05,2023-03-18 20:42:08,2025-03-30 08:05:49,6.0,0.0,102.84166666666665,Engaged
U001166,2023-10-18 22:38:23,41,North,Paid Search,Verified,2023-10,5.0,3.0,445.19,2023-05-15 08:22:32,2024-05-10 08:06:43,4.0,324.0,89.038,At Risk
U001167,2024-12-29 16:34:10,34,East,Paid Search,Verified,2024-12,4.0,3.0,404.98,2023-10-13 13:20:48,2025-02-15 10:19:17,3.0,43.0,101.245,Occasional
U001168,2024-10-31 15:45:21,60,South,Organic,Verified,2024-10,3.0,2.0,291.55,2023-03-15 02:56:05,2024-01-10 03:02:57,3.0,445.0,97.18333333333334,At Risk
U001169,2024-04-04 03:43:27,70,North,Organic,Verified,2024-04,5.0,4.0,946.3,2023-01-07 14:38:54,2024-10-23 08:22:53,5.0,158.0,189.26,Occasional
U001170,2024-04-05 12:10:51,70,Central,Paid Search,Verified,2024-04,7.0,5.0,1070.1100000000001,2023-11-04 19:53:10,2024-12-27 11:02:29,7.0,93.0,152.87285714285716,Occasional
U001171,2023-10-13 19:08:39,58,East,Paid Search,Verified,2023-10,5.0,4.0,915.4399999999999,2023-02-06 10:01:41,2024-09-23 20:35:41,5.0,188.0,183.088,At Risk
U001172,2023-05-10 13:54:55,36,Central,Organic,Verified,2023-05,5.0,4.0,459.1,2023-03-29 18:08:14,2024-08-15 01:43:30,5.0,227.0,91.82000000000001,At Risk
U001173,2023-01-07 05:44:19,59,North,Organic,Verified,2023-01,1.0,1.0,81.2,2023-08-27 21:17:47,2023-08-27 21:17:47,1.0,581.0,81.2,At Risk
U001174,2023-09-05 08:45:02,30,North,Organic,Verified,2023-09,5.0,5.0,488.47,2023-07-25 22:10:45,2025-03-19 02:48:39,4.0,11.0,97.694,Engaged
U001175,2023-08-20 00:31:18,65,East,Affiliate,Verified,2023-08,3.0,3.0,360.82,2023-08-24 05:59:34,2025-02-23 21:02:08,3.0,35.0,120.27333333333333,Occasional
U001176,2023-05-20 20:53:05,32,South,Affiliate,Verified,2023-05,4.0,3.0,574.9,2023-01-19 03:09:51,2024-12-30 21:25:56,4.0,90.0,143.725,Occasional
U001177,2023-07-09 04:36:22,39,North,Organic,Verified,2023-07,4.0,1.0,974.05,2023-09-12 21:49:18,2025-02-13 10:15:21,4.0,45.0,243.5125,Occasional
U001178,2023-01-19 02:54:04,22,North,Referral,Verified,2023-01,6.0,6.0,1024.1399999999999,2023-05-12 21:26:35,2024-12-25 03:17:31,5.0,95.0,170.68999999999997,Occasional
U001179,2024-03-19 19:27:45,22,North,Social,Verified,2024-03,4.0,3.0,742.57,2023-05-14 17:43:43,2024-09-29 05:13:07,4.0,182.0,185.6425,At Risk
U001180,2024-11-08 01:06:26,38,West,Organic,Verified,2024-11,2.0,2.0,265.76,2023-05-21 13:25:52,2024-11-07 05:40:50,2.0,143.0,132.88,Occasional
U001181,2024-05-19 06:48:55,47,South,Organic,Pending,2024-05,2.0,1.0,148.10999999999999,2023-10-25 01:41:44,2024-11-04 18:54:26,2.0,146.0,74.05499999999999,Occasional
U001182,2023-11-24 04:35:32,18,Central,Organic,Rejected,2023-11,9.0,8.0,1191.8300000000002,2023-06-04 07:51:33,2025-01-23 13:22:15,8.0,66.0,132.42555555555558,Engaged
U001183,2023-11-03 19:05:54,62,North,Organic,Verified,2023-11,7.0,4.0,1545.64,2023-07-17 12:36:00,2025-02-28 08:04:47,6.0,30.0,220.8057142857143,Engaged
U001184,2023-08-13 12:00:52,24,South,Affiliate,Verified,2023-08,5.0,4.0,694.4,2023-05-15 12:55:33,2025-02-05 16:34:45,4.0,53.0,138.88,Engaged
U001185,2023-04-14 22:57:16,70,South,Affiliate,Verified,2023-04,2.0,2.0,139.42000000000002,2024-12-17 00:29:52,2025-01-09 00:11:36,2.0,80.0,69.71000000000001,Occasional
U001186,2024-03-12 21:19:13,32,East,Paid Search,Verified,2024-03,4.0,4.0,453.47,2023-02-17 02:51:22,2024-01-15 14:40:22,4.0,440.0,113.3675,At Risk
U001187,2024-02-18 13:30:00,38,Central,Organic,Verified,2024-02,2.0,2.0,277.25,2024-12-29 09:50:31,2025-02-28 22:37:39,2.0,30.0,138.625,Occasional
U001188,2023-01-06 08:08:57,26,West,Affiliate,Rejected,2023-01,5.0,4.0,487.04999999999995,2023-07-30 20:26:43,2024-12-17 21:28:07,5.0,103.0,97.41,Occasional
U001189,2023-10-31 07:56:13,61,North,Organic,Pending,2023-10,2.0,1.0,1094.38,2023-01-15 21:02:11,2023-05-03 22:19:42,2.0,697.0,547.19,At Risk
U001190,2023-07-22 22:56:50,56,South,Organic,Pending,2023-07,1.0,1.0,43.36,2023-10-18 02:55:57,2023-10-18 02:55:57,1.0,529.0,43.36,At Risk
U001191,2023-05-05 07:20:09,22,West,Organic,Verified,2023-05,1.0,1.0,81.96,2025-01-10 21:46:50,2025-01-10 21:46:50,1.0,79.0,81.96,Occasional
U001192,2024-05-28 05:08:46,23,North,Affiliate,Verified,2024-05,5.0,4.0,1066.75,2023-05-26 02:25:09,2023-12-23 17:26:44,5.0,463.0,213.35,At Risk
U001193,2024-01-19 20:28:27,50,East,Referral,Verified,2024-01,2.0,2.0,416.86,2024-02-10 01:49:20,2025-02-15 07:00:20,2.0,43.0,208.43,Occasional
U001194,2024-04-07 15:38:47,63,South,Referral,Verified,2024-04,8.0,7.0,919.71,2023-01-20 04:13:39,2025-03-02 19:23:37,7.0,28.0,114.96375,Engaged
U001195,2024-06-04 20:11:54,23,South,Referral,Verified,2024-06,1.0,1.0,233.73,2023-03-07 05:20:24,2023-03-07 05:20:24,1.0,754.0,233.73,At Risk
U001196,2024-12-17 17:14:24,29,South,Organic,Verified,2024-12,5.0,5.0,1016.31,2024-04-10 10:25:59,2025-01-27 09:22:48,5.0,62.0,203.262,Engaged
U001197,2024-08-09 00:24:06,46,South,Paid Search,Pending,2024-08,3.0,2.0,480.65999999999997,2024-03-01 08:46:51,2024-07-15 16:40:24,3.0,258.0,160.22,At Risk
U001198,2024-03-28 20:40:01,23,Central,Affiliate,Verified,2024-03,3.0,3.0,136.45,2024-02-12 01:06:12,2025-01-30 02:19:54,2.0,59.0,45.48333333333333,Occasional
U001199,2024-10-03 16:27:27,34,East,Social,Verified,2024-10,2.0,1.0,68.74,2023-01-07 08:49:50,2023-11-09 18:31:05,2.0,507.0,34.37,At Risk
U001200,2023-12-15 13:54:10,18,Central,Paid Search,Verified,2023-12,3.0,3.0,641.88,2023-03-11 09:42:12,2024-06-25 08:26:00,3.0,278.0,213.96,At Risk
U001201,2024-12-19 21:06:38,44,West,Organic,Pending,2024-12,5.0,3.0,791.76,2023-05-19 22:26:48,2025-01-31 08:18:22,5.0,58.0,158.352,Engaged
U001202,2024-07-09 20:17:54,55,South,Social,Pending,2024-07,5.0,4.0,318.40999999999997,2023-09-16 09:56:19,2025-01-18 15:11:15,5.0,71.0,63.681999999999995,Engaged
U001203,2024-04-20 03:28:34,39,East,Paid Search,Verified,2024-04,0.0,0.0,0.0,,,0.0,999.0,0.0,No Activity
U001204,2024-10-21 10:18:15,31,South,Organic,Verified,2024-10,2.0,2.0,258.86,2024-01-25 20:12:24,2024-10-01 15:59:16,2.0,180.0,129.43,Occasional
U001205,2024-01-12 00:10:56,40,West,Organic,Verified,2024-01,4.0,2.0,335.83000000000004,2023-11-01 05:05:19,2025-01-04 03:57:57,4.0,85.0,83.95750000000001,Occasional
U001206,2024-06-10 02:35:34,45,North,Organic,Verified,2024-06,4.0,3.0,659.77,2023-03-08 14:14:31,2024-11-20 07:36:13,4.0,130.0,164.9425,Occasional
U001207,2023-07-27 20:29:06,26,Central,Referral,Pending,2023-07,3.0,3.0,725.6500000000001,2023-01-15 16:44:47,2024-07-25 07:01:11,3.0,248.0,241.88333333333335,At Risk
U001208,2024-12-04 03:27:38,23,East,Referral,Rejected,2024-12,4.0,4.0,726.19,2023-01-27 17:27:21,2025-01-16 00:19:47,4.0,73.0,181.5475,Occasional
U001209,2024-03-31 01:23:47,27,East,Organic,Verified,2024-03,3.0,1.0,1031.45,2023-04-15 00:14:51,2024-10-26 05:10:49,3.0,155.0,343.81666666666666,Occasional
U001210,2024-07-24 20:43:50,70,East,Organic,Verified,2024-07,5.0,4.0,690.03,2023-07-04 03:24:09,2025-03-01 20:55:56,4.0,29.0,138.006,Engaged
U001211,2023-12-03 08:07:25,56,East,Paid Search,Verified,2023-12,1.0,1.0,270.7,2023-05-25 08:08:42,2023-05-25 08:08:42,1.0,675.0,270.7,At Risk
U001212,2024-09-24 18:21:40,24,West,Paid Search,Verified,2024-09,4.0,4.0,1174.9099999999999,2023-03-16 17:32:25,2025-01-15 20:40:55,4.0,74.0,293.72749999999996,Occasional
U001213,2023-02-24 03:35:46,33,West,Organic,Verified,2023-02,5.0,2.0,521.33,2023-01-11 19:47:54,2025-03-16 21:13:53,5.0,14.0,104.266,Engaged
U001214,2023-03-25 07:06:11,39,North,Organic,Verified,2023-03,3.0,3.0,283.37,2023-09-27 11:36:42,2025-02-24 13:35:10,3.0,34.0,94.45666666666666,Occasional
U001215,2024-01-06 04:40:51,27,East,Affiliate,Pending,2024-01,2.0,2.0,129.55,2023-09-09 13:08:51,2024-10-02 11:03:10,2.0,179.0,64.775,Occasional
U001216,2024-06-18 15:53:04,63,South,Social,Verified,2024-06,3.0,2.0,228.33,2023-02-07 18:51:38,2024-09-28 19:29:03,3.0,183.0,76.11,At Risk
U001217,2024-08-13 17:31:07,67,East,Paid Search,Verified,2024-08,2.0,2.0,172.8,2023-09-24 20:07:28,2024-06-30 06:30:17,2.0,273.0,86.4,At Risk
U001218,2023-11-18 06:21:14,30,East,Referral,Verified,2023-11,3.0,3.0,195.35000000000002,2023-06-03 08:32:14,2025-03-18 02:27:14,3.0,12.0,65.11666666666667,Occasional
U001219,2024-04-19 06:16:28,18,North,Affiliate,Verified,2024-04,1.0,1.0,153.7,2024-10-18 19:03:38,2024-10-18 19:03:38,1.0,163.0,153.7,Occasional
U001220,2024-02-08 18:22:43,32,West,Organic,Pending,2024-02,5.0,4.0,640.8199999999999,2023-04-20 12:46:25,2025-01-20 03:29:53,4.0,69.0,128.164,Engaged
U001221,2024-12-02 21:52:55,48,South,Social,Pending,2024-12,4.0,3.0,325.90000000000003,2023-03-21 22:39:54,2025-01-14 10:35:30,4.0,75.0,81.47500000000001,Occasional
U001222,2024-04-22 11:52:27,60,East,Paid Search,Verified,2024-04,4.0,4.0,397.65,2023-03-20 22:55:40,2024-11-29 23:20:52,4.0,120.0,99.4125,Occasional
U001223,2023-11-01 07:06:20,35,West,Paid Search,Verified,2023-11,9.0,7.0,1152.07,2023-06-18 23:31:33,2024-11-21 18:06:46,7.0,129.0,128.00777777777776,Occasional
U001224,2024-12-08 23:09:39,32,West,Paid Search,Verified,2024-12,7.0,7.0,1177.53,2023-04-01 22:14:54,2024-05-23 21:03:51,5.0,311.0,168.21857142857144,At Risk
U001225,2023-03-20 07:04:23,31,West,Organic,Rejected,2023-03,3.0,2.0,776.8599999999999,2023-07-15 02:56:27,2024-02-05 12:04:30,3.0,419.0,258.9533333333333,At Risk
U001226,2024-12-19 17:48:28,18,North,Affiliate,Verified,2024-12,3.0,3.0,228.3,2024-03-25 20:21:33,2024-09-03 21:44:13,3.0,208.0,76.10000000000001,At Risk
U001227,2023-04-23 10:18:30,18,North,Referral,Verified,2023-04,7.0,7.0,957.0500000000001,2023-02-03 01:36:22,2025-02-15 06:33:05,7.0,43.0,136.7214285714286,Engaged
U001228,2023-07-30 09:45:31,40,West,Organic,Verified,2023-07,4.0,3.0,536.86,2023-10-20 14:34:30,2025-02-02 06:39:25,3.0,56.0,134.215,Occasional
U001229,2024-08-22 16:09:20,50,North,Paid Search,Verified,2024-08,5.0,5.0,1135.33,2023-03-18 19:59:58,2024-12-17 03:23:56,4.0,103.0,227.06599999999997,Occasional
U001230,2024-06-19 15:21:40,18,North,Social,Verified,2024-06,6.0,4.0,1018.29,2023-04-01 12:32:37,2025-03-30 06:36:55,5.0,0.0,169.715,Engaged
U001231,2024-12-09 08:36:22,28,North,Affiliate,Verified,2024-12,2.0,2.0,507.46,2024-03-26 03:53:58,2024-08-11 07:00:01,2.0,231.0,253.73,At Risk
U001232,2024-07-01 11:42:41,66,South,Referral,Verified,2024-07,4.0,4.0,734.88,2023-06-21 08:43:59,2025-03-15 06:19:55,4.0,15.0,183.72,Occasional
U001233,2024-04-10 00:23:19,70,Central,Organic,Verified,2024-04,4.0,3.0,437.41,2023-03-04 11:13:08,2025-02-12 19:05:18,4.0,46.0,109.3525,Occasional
U001234,2023-09-10 22:33:17,52,North,Paid Search,Verified,2023-09,4.0,4.0,757.23,2023-02-08 05:13:43,2025-02-24 01:53:21,4.0,34.0,189.3075,Occasional
U001235,2023-01-04 10:33:50,45,South,Organic,Verified,2023-01,1.0,1.0,210.93,2023-12-27 04:14:23,2023-12-27 04:14:23,1.0,459.0,210.93,At Risk
